WKT;CUSEC
MULTIPOLYGON (((-3.663458244380927 40.399124678849681,-3.663479656887301 40.399092988162806,-3.663490600728771 40.399079438770407,-3.66360225336377 40.398898607388389,-3.663618519995908 40.398871504803026,-3.663637437256641 40.398844328443261,-3.66382988443111 40.398532442840313,-3.663861807164374 40.398482700601775,-3.663899551812985 40.398423920348542,-3.663965528159806 40.398319941567742,-3.664076585366866 40.398152641168153,-3.664144497446394 40.398170279193714,-3.664701524190497 40.398311221046846,-3.665068093861075 40.398403731099421,-3.665281200988297 40.398461071405634,-3.66538418810539 40.398491993483766,-3.665948049568608 40.398686949877977,-3.66677358481965 40.398975016335697,-3.666962744859654 40.399041472771493,-3.667361860871636 40.399183311604325,-3.667653768926267 40.399285247995984,-3.667733577478157 40.399311801770317,-3.667503052338868 40.399497839652604,-3.667036379544871 40.399901425089645,-3.666961226068512 40.399969404187097,-3.66692029457818 40.40000120719391,-3.666817677923443 40.400091858286579,-3.666740813466525 40.400065286908344,-3.666536952945738 40.400003414003365,-3.665660103055213 40.399733632491419,-3.6656246113806 40.399724835836537,-3.665583260422931 40.39971158277276,-3.665036578020838 40.399543539574644,-3.664896671982511 40.399503806001356,-3.664643324829825 40.399433209720172,-3.664198394933645 40.399309615810978,-3.664161483739182 40.399300822354952,-3.664127123285014 40.39929197910115,-3.663519866415256 40.399137812751349,-3.663494026971552 40.399128960051563,-3.663458244380927 40.399124678849681)));2807913194
MULTIPOLYGON (((-3.664076585366866 40.398152641168153,-3.664128092636792 40.398111808971542,-3.664256506132984 40.397917376049797,-3.664258396338612 40.397881297325092,-3.664258811289999 40.397849781166876,-3.664463279667296 40.397524280252114,-3.664486862512247 40.397488112899133,-3.664527876567018 40.397501417849753,-3.665770631574851 40.397944721355472,-3.666131266414326 40.398068794005319,-3.666296849524127 40.398130905352339,-3.666963456192204 40.398329752128284,-3.667006685109045 40.398343026302484,-3.667059812884202 40.398356229840914,-3.667115208694102 40.398369396845943,-3.667474533303842 40.398475463691284,-3.667870910979428 40.398599311943691,-3.667910452935422 40.398612570137203,-3.667945553029521 40.398625890913529,-3.66830538040971 40.39874094332459,-3.668378909631763 40.398767564481489,-3.667733577478157 40.399311801770317,-3.667653768926267 40.399285247995984,-3.667361860871636 40.399183311604325,-3.666962744859654 40.399041472771493,-3.66677358481965 40.398975016335697,-3.665948049568608 40.398686949877977,-3.66538418810539 40.398491993483766,-3.665281200988297 40.398461071405634,-3.665068093861075 40.398403731099421,-3.664701524190497 40.398311221046846,-3.664144497446394 40.398170279193714,-3.664076585366866 40.398152641168153)));2807913195
MULTIPOLYGON (((-3.663010067790939 40.397577665618869,-3.663039526226687 40.3975054096123,-3.663164986890465 40.397234404075618,-3.663185956086692 40.397189283430762,-3.663199614978024 40.397157637256434,-3.663350279233459 40.396904515026968,-3.663381677590074 40.3968728211144,-3.663409747089373 40.396841128273927,-3.663549107270978 40.396601578853094,-3.663618552215293 40.396470553078032,-3.66354430300774 40.396443964536928,-3.663421636204231 40.396404095077138,-3.663104697124264 40.396302326591872,-3.662996246778464 40.396280402332515,-3.663007735095994 40.396253322714912,-3.663191650953359 40.395819840865165,-3.663495685590062 40.395430688821158,-3.663568791338617 40.395340196454605,-3.66405066819006 40.395589691761153,-3.664396705939701 40.395767881228466,-3.664525573285789 40.395839228711175,-3.664713223956309 40.395937247382619,-3.66497048228571 40.396070885593652,-3.665324246007324 40.396253564803821,-3.665258613680543 40.396276432708994,-3.664806962018974 40.39697273801098,-3.664763124695119 40.397045075334184,-3.664734128278994 40.397090296465656,-3.664648577878667 40.397230424554714,-3.664508613040766 40.397451951566772,-3.664486862512247 40.397488112899133,-3.664463279667296 40.397524280252114,-3.664258811289999 40.397849781166876,-3.664258396338612 40.397881297325092,-3.664207101956488 40.397868105388298,-3.663600621904264 40.397718438575978,-3.663071276267626 40.397590837273185,-3.663010067790939 40.397577665618869)));2807913196
MULTIPOLYGON (((-3.667503052338868 40.399497839652604,-3.667733577478157 40.399311801770317,-3.668378909631763 40.398767564481489,-3.66830538040971 40.39874094332459,-3.667945553029521 40.398625890913529,-3.667910452935422 40.398612570137203,-3.667870910979428 40.398599311943691,-3.667474533303842 40.398475463691284,-3.667115208694102 40.398369396845943,-3.667059812884202 40.398356229840914,-3.667006685109045 40.398343026302484,-3.666963456192204 40.398329752128284,-3.666296849524127 40.398130905352339,-3.666131266414326 40.398068794005319,-3.665770631574851 40.397944721355472,-3.664527876567018 40.397501417849753,-3.664486862512247 40.397488112899133,-3.664508613040766 40.397451951566772,-3.664648577878667 40.397230424554714,-3.664734128278994 40.397090296465656,-3.664763124695119 40.397045075334184,-3.664806962018974 40.39697273801098,-3.665258613680543 40.396276432708994,-3.665324246007324 40.396253564803821,-3.66562109184575 40.396405018963115,-3.66605194265804 40.396632275955497,-3.66628370802498 40.396757070596045,-3.666433639911531 40.39683726309454,-3.666763431245735 40.3970155525612,-3.666893769062291 40.397086870880756,-3.666965193568844 40.397122550208756,-3.66748047096909 40.397398834142862,-3.667735206955212 40.397532480704584,-3.668496919372582 40.397929020571439,-3.668918908624764 40.398151795450339,-3.669033293910883 40.398209716123205,-3.669328911098645 40.398352123566553,-3.669150636188319 40.398573899504427,-3.668954966844283 40.398818262462051,-3.668434970588947 40.399483444287895,-3.668400716821701 40.399524177754699,-3.668342402210531 40.399623628225328,-3.668099103574531 40.399480876373261,-3.667503052338868 40.399497839652604)));2807913197
MULTIPOLYGON (((-3.647596655523572 40.391835956855019,-3.647601502505625 40.391416985927684,-3.647617709669314 40.391191684811623,-3.647649587892318 40.39093925059877,-3.647684754960587 40.390650721006288,-3.648488229837159 40.391006627727933,-3.648529960943206 40.391019881208891,-3.648714116584722 40.391059422505421,-3.649849942405072 40.391170127092551,-3.650487187673622 40.391234137536685,-3.650944150836379 40.391276625025561,-3.653687570211355 40.39153594871518,-3.654030248867085 40.391561041899912,-3.65402181850982 40.391642162439616,-3.654011423201253 40.391750362821242,-3.654000819024599 40.391831495651807,-3.654005547837986 40.391899014602579,-3.654006686885971 40.391984599975295,-3.653987315243733 40.392259514877495,-3.653912392952122 40.392737408911614,-3.653869883265503 40.392913336551182,-3.653817035027558 40.39312531756201,-3.653719847528422 40.39339164882707,-3.653706922280714 40.393427776290977,-3.653675134245975 40.393486497084659,-3.653622510379005 40.393572389955189,-3.653595320134148 40.393613098081453,-3.653495448921132 40.393793830897934,-3.651706391096296 40.393272360777488,-3.651808043159593 40.393123151274068,-3.651851022475949 40.392920207968572,-3.651810826997003 40.392645668866074,-3.651518561703095 40.392386047694416,-3.651240629637301 40.39223891910634,-3.651157576600282 40.392221394762757,-3.650833978911623 40.392151144700044,-3.65007932463006 40.39209229996797,-3.648602103258956 40.391938414485821,-3.647596655523572 40.391835956855019)));2807913198
MULTIPOLYGON (((-3.637615043331425 40.386215521967827,-3.637820995309435 40.386308984526629,-3.638061267663651 40.38641128447496,-3.638310504009787 40.386527035490246,-3.638668781282562 40.386687206794129,-3.638886601030482 40.386785101943474,-3.639575792805977 40.38709664243526,-3.640208433003117 40.387376922183243,-3.640411355953758 40.387465910329048,-3.639251150045679 40.388981331702645,-3.63909329859227 40.3889101340907,-3.6385985674381 40.388687633383846,-3.63855973740888 40.388674306230932,-3.638516177773368 40.388661072749287,-3.6384977501261 40.388656656435437,-3.638467131269619 40.388656825497947,-3.638429636739706 40.388657031612667,-3.638231443224524 40.388527472930981,-3.637108866760608 40.388020147911327,-3.636425147972264 40.387708567143285,-3.636520858307677 40.38758641378967,-3.636681560892479 40.387373824968734,-3.636693672015731 40.387373758285435,-3.637249824215283 40.386645478679007,-3.637268403808774 40.386627331945299,-3.637284852732066 40.386613754659024,-3.637312646475951 40.386595574255004,-3.637332125362336 40.386590966848829,-3.637615043331425 40.386215521967827)));2807913199
MULTIPOLYGON (((-3.64788631700438 40.383937779123642,-3.648329217753331 40.383439843526773,-3.64858984723605 40.383127542466191,-3.648998595754627 40.382827938597799,-3.649509591143548 40.382523259882412,-3.650004846636634 40.382263739964095,-3.65080361768561 40.381903399129804,-3.651697479254374 40.381637127917728,-3.652106617580213 40.381535711313731,-3.652346636822989 40.381493823768359,-3.652571192915544 40.381452004067704,-3.652620400193992 40.381442722666883,-3.652896136799705 40.381436686870352,-3.652861812632943 40.381698123286206,-3.652864258127575 40.381761191280781,-3.652881887565916 40.382328672069931,-3.652723139308387 40.382325048359334,-3.652413868206069 40.382394354745429,-3.652083469952529 40.382454778439069,-3.651360854123099 40.382652539656249,-3.651217238627447 40.382689361531057,-3.651072669571302 40.382739732893569,-3.65096734024944 40.38277635691049,-3.650846683008855 40.382822094231067,-3.650581450784998 40.382922702258263,-3.649785352375897 40.383404635980398,-3.649650364839318 40.383495489115731,-3.649416695477451 40.383735532222609,-3.649358552884871 40.383776395221858,-3.649302799025068 40.38383978917507,-3.648853969736566 40.384333297709397,-3.64788631700438 40.383937779123642)));2807913200
MULTIPOLYGON (((-3.649143207467329 40.400372413112279,-3.649557131195526 40.400023295581413,-3.649998146144161 40.399741498710576,-3.650211694958122 40.399582654387011,-3.650183996047244 40.399537754807454,-3.650628636847803 40.399247002624115,-3.651532127465468 40.398651781398165,-3.652129905745019 40.399202488334723,-3.652705262647797 40.399717291348061,-3.651835376498537 40.400316782692961,-3.652024744733688 40.400518431985709,-3.65180952490208 40.400654775351342,-3.651540612821183 40.400417554736684,-3.651453851462191 40.400467601655357,-3.651078735104273 40.400708425454901,-3.651285613129765 40.400896459222544,-3.65163512345355 40.401205295266529,-3.651665550313572 40.401232169051575,-3.652056704010386 40.401581306351957,-3.652295148215467 40.401791669446112,-3.652154643718832 40.401887092487144,-3.651834609872989 40.402073585051298,-3.65134196588891 40.402351125587259,-3.651237642757582 40.402261616097242,-3.650837527122087 40.401899003879969,-3.650469814220054 40.401572240690221,-3.650469727379043 40.401563218583206,-3.649729337063117 40.400891670417444,-3.649470111777554 40.400667914086114,-3.649143207467329 40.400372413112279)));2807913201
MULTIPOLYGON (((-3.656888131698775 40.40186935381498,-3.657356249380996 40.400965807943926,-3.657390968597552 40.400902506448162,-3.657395571872937 40.40088449364633,-3.657710725723799 40.400270047850064,-3.657764617889792 40.400166159370201,-3.657900856579515 40.40020592244236,-3.658653559053785 40.400431396753753,-3.658715995175605 40.400453550268992,-3.658786541255866 40.400471117868172,-3.658917249328052 40.400510965302885,-3.65987676707581 40.400798318239808,-3.660415415750577 40.400934863875314,-3.660407935148649 40.40095741578758,-3.660195029943313 40.402048750908492,-3.660157528180656 40.402247165648483,-3.66013863358485 40.402346386895246,-3.660135527535238 40.402364395756933,-3.660106071161701 40.402783506753494,-3.660098609134636 40.402887131218435,-3.660102420627211 40.403013237437506,-3.659922537573095 40.40273499275996,-3.65961286254706 40.40258359645334,-3.657930569171764 40.402165257181863,-3.656888131698775 40.40186935381498)));2807913202
MULTIPOLYGON (((-3.655195591735637 40.379648872630526,-3.655217113309416 40.378788413541756,-3.65521973420023 40.378189263639378,-3.655220848561643 40.378000046954625,-3.656289940320902 40.37800300092146,-3.65688527809233 40.37800866768832,-3.65766121394473 40.378607860150154,-3.659077633714063 40.379649381406544,-3.658499183361465 40.379679702289636,-3.657375208848967 40.379672598775763,-3.656285531472955 40.379674271784133,-3.655195591735637 40.379648872630526)));2807913203
MULTIPOLYGON (((-3.655199426938744 40.381414679391007,-3.655204333817442 40.380477669669652,-3.656280710412058 40.380471576850091,-3.655195591735637 40.379648872630526,-3.656285531472955 40.379674271784133,-3.657375208848967 40.379672598775763,-3.658499183361465 40.379679702289636,-3.658496827836031 40.379742798414995,-3.658483134692663 40.380490594000101,-3.658466139690213 40.38142767349126,-3.657790556123695 40.381422488539201,-3.657390317773042 40.381420255452809,-3.656266653488905 40.381408639413962,-3.655199426938744 40.381414679391007)));2807913204
MULTIPOLYGON (((-3.657376973045559 40.38315008577316,-3.657383104195692 40.382307723555108,-3.656289200526976 40.382295880024031,-3.655201564406321 40.382284008650011,-3.655199426938744 40.381414679391007,-3.656266653488905 40.381408639413962,-3.657390317773042 40.381420255452809,-3.657790556123695 40.381422488539201,-3.658466139690213 40.38142767349126,-3.658477236700501 40.382306010237421,-3.658476752369598 40.383161867504974,-3.657802190328449 40.383152176794255,-3.657376973045559 40.38315008577316)));2807913205
MULTIPOLYGON (((-3.663995615842366 40.389040335689188,-3.663739084869156 40.388938241670004,-3.663289916879643 40.388747117095285,-3.662906815186742 40.388582609605962,-3.662699034621271 40.388493738418312,-3.662427653990083 40.388378166978093,-3.662141709304295 40.388276182932515,-3.66167435927376 40.388112187954128,-3.661488086075948 40.388045701643833,-3.661397273261533 40.388014651412789,-3.660988225977674 40.387868349169288,-3.66110817726209 40.387705499647979,-3.661334137218192 40.387397926992854,-3.661453400125721 40.387239549554884,-3.66173183991256 40.386873094220746,-3.662199259332835 40.386257806748105,-3.662223628666466 40.386230636283123,-3.662266643110529 40.386185371457877,-3.662319914129695 40.386135489265563,-3.662861211397213 40.385425176711273,-3.662925539603072 40.385339253899566,-3.663177098984613 40.38501344862275,-3.663575520207468 40.384493146726513,-3.663620954953495 40.384434322311158,-3.66363617969544 40.384411725690853,-3.66373991007581 40.38439760947923,-3.663836406156489 40.384888067959061,-3.663895992703543 40.385185022688262,-3.663958497687119 40.385513493374155,-3.664001116064903 40.385769987363247,-3.664046516977972 40.386044533099756,-3.664078599679571 40.386238045447627,-3.664111886198413 40.386436068930422,-3.664164291106478 40.386755592839094,-3.664197481757198 40.386949080747115,-3.66423741711009 40.387187602423801,-3.664268448745018 40.3874216400432,-3.664265280292526 40.387511789781563,-3.664276860622762 40.387565746323432,-3.664398033247635 40.388096600531952,-3.664439112631785 40.388272033809642,-3.664469473078292 40.388397969612662,-3.664539348212486 40.388690397986778,-3.664551609657705 40.388739886567151,-3.66464300357997 40.389014132454484,-3.664719581462957 40.389234380916697,-3.664671369215665 40.389239215754436,-3.664635614653491 40.389234862664331,-3.664585348768548 40.389217164005125,-3.664470526863794 40.389181804592461,-3.664213402214501 40.389093164723484,-3.664143973611337 40.389075539905463,-3.664067261472399 40.389062488449653,-3.664019326495747 40.389049241065869,-3.663995615842366 40.389040335689188)));2807913206
