WKT;CUSEC
MULTIPOLYGON (((-3.705832175673393 40.399725553454353,-3.706945595516509 40.399462001028347,-3.707429367516077 40.399625692871588,-3.707665397825477 40.399376513601332,-3.70856150557102 40.399853003646051,-3.708174882226069 40.400274310947438,-3.707719844664592 40.400750075683902,-3.707556326187178 40.400922257682012,-3.707408182615605 40.401085290370517,-3.707385523347808 40.401103474157111,-3.707373068387756 40.401112572933208,-3.707353708085158 40.401126195962249,-3.707256971791804 40.401171841149754,-3.707217679495062 40.401185568055197,-3.707183919943578 40.401194796215691,-3.707146100791831 40.401204032076869,-3.707112918487852 40.401204235008251,-3.7070485804329 40.401209114063853,-3.70702169757937 40.401209278448057,-3.706981133107187 40.401205039065779,-3.706965301989451 40.401205135861964,-3.706934629645477 40.401196318834749,-3.706902920344736 40.401192012671771,-3.706854856848006 40.401174296484271,-3.706827083150428 40.401160943661814,-3.706796799573182 40.401147605274062,-3.70674458256395 40.401120909868759,-3.706720815320723 40.401103027998914,-3.706689236987124 40.401076193807853,-3.706659825789324 40.401049358976053,-3.706648319248592 40.401035906690922,-3.70657419293873 40.400923754473297,-3.706459951811873 40.400739741444227,-3.705832175673393 40.399725553454353)));2807902085
MULTIPOLYGON (((-3.706945595516509 40.399462001028347,-3.707475476223078 40.398931741335666,-3.706758469266633 40.398503654803356,-3.706873499026697 40.397989450869694,-3.706948927556842 40.397664662282104,-3.707038383132442 40.397555979440419,-3.708175099166827 40.398152684889226,-3.708861144196246 40.398504324929974,-3.708874777253824 40.3985087458857,-3.70953232625656 40.398847088044221,-3.70943804601781 40.398951248304265,-3.708610819230349 40.399812202081989,-3.70856150557102 40.399853003646051,-3.707665397825477 40.399376513601332,-3.707429367516077 40.399625692871588,-3.706945595516509 40.399462001028347)));2807902086
MULTIPOLYGON (((-3.710818387860479 40.404258159887675,-3.707904292176786 40.403487687539531,-3.708174890343482 40.403409464291968,-3.709163406890137 40.403137686064234,-3.710172158993658 40.402861203906923,-3.71035258472624 40.402824083664036,-3.710355380595442 40.402742975019997,-3.710368721958249 40.402643775354328,-3.710421298533758 40.402566884307284,-3.710574412337872 40.402489371825041,-3.710744262103661 40.402497352267744,-3.710948250235305 40.402527613682089,-3.711356894775815 40.402272849277672,-3.713610421010645 40.400961680548122,-3.713673077301195 40.400925275598667,-3.713852152236586 40.400829557879938,-3.71451357769314 40.400483128061573,-3.714233084288824 40.401092955716024,-3.714155890090248 40.401210554852298,-3.713748387080627 40.402095969090148,-3.713197470458546 40.403284043875544,-3.713125907990822 40.403451166391903,-3.712545500298889 40.40466648654904,-3.712528551548747 40.404702604707012,-3.711663090424561 40.404460190233898,-3.710818387860479 40.404258159887675)));2807902087
MULTIPOLYGON (((-3.700980195153543 40.399088345639854,-3.701556248268297 40.398458714312682,-3.701691245160493 40.398588529395319,-3.702357393119624 40.399512411963286,-3.7024094216795 40.399588723454293,-3.701758266830991 40.400011554810995,-3.701712707522272 40.399944266894806,-3.701164867791598 40.399177323846118,-3.700980195153543 40.399088345639854)));2807902088
MULTIPOLYGON (((-3.713166805771531 40.404883349105205,-3.713294205557737 40.404603295949748,-3.714917372087748 40.404377098754914,-3.715255629754077 40.40404164549323,-3.715270491254642 40.404055095074234,-3.7154216520015 40.404139716194322,-3.715653216399123 40.404273457773677,-3.71578524086781 40.404358196855014,-3.716035441070876 40.404478277173418,-3.715942184755169 40.404533151341688,-3.715756891800181 40.404642158564563,-3.715610561034411 40.404728658469416,-3.714985637993862 40.405083892154167,-3.714520733501053 40.40534800348923,-3.714394213673708 40.405227174722427,-3.713268740082206 40.404909788944821,-3.713166805771531 40.404883349105205)));2807902089
MULTIPOLYGON (((-3.718791164029775 40.404159403227666,-3.71935424766133 40.404092861404308,-3.719960482759709 40.404026029236839,-3.720135936107855 40.404006893264061,-3.720355889582491 40.403982997785548,-3.720451495964085 40.404482417352021,-3.720486100674128 40.404558770593333,-3.720534818844828 40.404666608108975,-3.720563041880557 40.404828573607674,-3.720579779940442 40.404981629543784,-3.720593381360118 40.405188762955333,-3.720596633674329 40.405283325149824,-3.720589600292601 40.405386968608688,-3.720585930574548 40.405423005175052,-3.720587258999832 40.4054410420324,-3.720585446389599 40.405481590470821,-3.720579310120598 40.40556271921227,-3.720566754696793 40.405661875434575,-3.720524237524251 40.405918899336918,-3.720504006847625 40.406027165583282,-3.720466727962489 40.406194025732304,-3.720450818816964 40.406257206256086,-3.720414515365279 40.406374536638161,-3.720386246757537 40.406451286117175,-3.720320518866543 40.406609390079467,-3.719907073411549 40.406652515725703,-3.71924937693398 40.406733175949633,-3.719127608735452 40.406049208355377,-3.718965621316119 40.404946608300136,-3.718791164029775 40.404159403227666)));2807902090
MULTIPOLYGON (((-3.702138807610994 40.397820059420603,-3.702274617295121 40.397675080489563,-3.70259835609185 40.397321760869062,-3.70274576103217 40.397154216165497,-3.703173826079618 40.396678597782042,-3.703318971632826 40.39675428944151,-3.703356391519726 40.396776625952647,-3.703451434385863 40.396816566988697,-3.703552432443052 40.396861007779847,-3.703653383786697 40.396900948734363,-3.703698815949704 40.396914164238602,-3.70374972861633 40.396927377900965,-3.703818855937885 40.396949502357657,-3.704237868763893 40.397014505653267,-3.704209819737876 40.397118258295365,-3.70444483318672 40.397517725972179,-3.704495079796422 40.397639043213601,-3.704437599572499 40.39781058018611,-3.703627437714784 40.398121807073402,-3.702850939400195 40.398419331679129,-3.702643858733214 40.398443138146838,-3.702353791313237 40.398030438121275,-3.702319441852901 40.397985645548346,-3.702138807610994 40.397820059420603)));2807902091
MULTIPOLYGON (((-3.703652259815604 40.40263522328366,-3.703593158730921 40.402550045473092,-3.702705109603609 40.401330166165536,-3.702681349609364 40.401312319455776,-3.702658401827544 40.401298918284169,-3.702632967222169 40.401294550295532,-3.70261011343458 40.401290188240573,-3.702588326893452 40.401290320625819,-3.702549197434291 40.401313121591919,-3.702331887216139 40.401237816957092,-3.702332934189085 40.401201810366445,-3.703695104520402 40.401306163249075,-3.704488469651035 40.401350845073679,-3.70470920539821 40.401295460881201,-3.705013428226478 40.401757605636433,-3.705067221393083 40.401833846572593,-3.705603928107763 40.402591834007566,-3.7058446102798 40.402923694933584,-3.706174594649962 40.403390165715166,-3.706422417685444 40.403735509773909,-3.706511624240768 40.40388812507414,-3.705565348223942 40.404155136378265,-3.705573550797014 40.403988476345205,-3.704346502760462 40.40229316990051,-3.70426591823903 40.402226096381135,-3.703745890723384 40.402576113444574,-3.703652259815604 40.40263522328366)));2807902092
MULTIPOLYGON (((-3.685721911543852 40.387107298006519,-3.688588105214714 40.385241848386116,-3.688594907289653 40.38524804217549,-3.68909288173059 40.385704572948974,-3.689182126672875 40.385789619384148,-3.689234324736923 40.385856872882826,-3.689277245694206 40.385910681527605,-3.689338550122627 40.386000371900437,-3.689400106506445 40.386081131823637,-3.689454953342912 40.386116824083921,-3.689525783406993 40.386165939158261,-3.689639241730005 40.386241837158479,-3.689731248570622 40.386313375569287,-3.689846584030939 40.386393761307815,-3.6901224405023 40.386653414149535,-3.690172984402927 40.386702618356118,-3.690054830208932 40.386847495112725,-3.689995283421167 40.386933441327891,-3.689771465972048 40.387006843060135,-3.68939685863041 40.387283825495963,-3.688961945663083 40.387669319280342,-3.688456268062051 40.388094422295723,-3.688452786841638 40.38809734935473,-3.688292771498931 40.388231855395667,-3.687556708212827 40.388875899595462,-3.68706147386809 40.389311285812624,-3.68657314079502 40.389733066631713,-3.686424422995959 40.389846571269352,-3.686366845456615 40.389882786338831,-3.686359298762441 40.389887530274407,-3.686368437023771 40.389774834487902,-3.686375539301127 40.389671192306018,-3.686378540141116 40.389572073606644,-3.686378055315912 40.389414416511194,-3.686374510534386 40.389283786827043,-3.686373329146023 40.389238793433883,-3.686369790447381 40.389180250847147,-3.686360062552636 40.389058684966848,-3.686347221065791 40.388950619668115,-3.686332288177518 40.388860648024433,-3.686317904082775 40.388784111080234,-3.686285054973237 40.388631181224248,-3.686264328505846 40.388550213402269,-3.686239574138157 40.388464750518878,-3.686198960786677 40.388347899469409,-3.68584573647081 40.387426536924444,-3.685721911543852 40.387107298006519)));2807902093
MULTIPOLYGON (((-3.708193010676639 40.404895887930763,-3.708174644352091 40.404796863831592,-3.707970576290217 40.403631459117122,-3.707904292176786 40.403487687539531,-3.710818387860479 40.404258159887675,-3.710835320675844 40.404397674588196,-3.711040919862617 40.405423446685958,-3.711076220225384 40.405589934097641,-3.710974512214933 40.405622090350704,-3.708193010676639 40.404895887930763)));2807902094
MULTIPOLYGON (((-3.713671695433959 40.407393752283149,-3.713388129993652 40.407291953063222,-3.712234697546538 40.406875594262843,-3.712068569208329 40.406804565773896,-3.712247295988681 40.406605270223835,-3.712428373126386 40.406487033303677,-3.714387814526864 40.405420909881066,-3.714520733501053 40.40534800348923,-3.714985637993862 40.405083892154167,-3.715610561034411 40.404728658469416,-3.715756891800181 40.404642158564563,-3.715942184755169 40.404533151341688,-3.716955627147229 40.407107741655238,-3.716801696729744 40.407140226836553,-3.71657272441615 40.407186698600107,-3.716318291753068 40.407228809608547,-3.71569540885412 40.407358788239648,-3.715478059967853 40.407666450226507,-3.71532414685039 40.407879082856418,-3.715219914570666 40.408010358929822,-3.715206417704016 40.408028487550609,-3.713996812586986 40.407526934014285,-3.713871781006152 40.407473645422172,-3.713671695433959 40.407393752283149)));2807902095
MULTIPOLYGON (((-3.707719844664592 40.400750075683902,-3.708174882226069 40.400274310947438,-3.70856150557102 40.399853003646051,-3.708610819230349 40.399812202081989,-3.70943804601781 40.398951248304265,-3.70953232625656 40.398847088044221,-3.711231059425159 40.399724051848509,-3.711108069302339 40.399796893448183,-3.710105377444987 40.400924681651368,-3.709805144909265 40.401264337102091,-3.709802293986235 40.401273395199439,-3.709805157922478 40.401295868747674,-3.709811144433472 40.401304854575514,-3.709526393017839 40.401632693458112,-3.707719844664592 40.400750075683902)));2807902096
MULTIPOLYGON (((-3.688940795860005 40.393367824656238,-3.688940741857856 40.393367728580806,-3.688843735417187 40.393201654687459,-3.688943869678835 40.393165008274579,-3.689691725823491 40.392917283188801,-3.690029357664125 40.39280718960125,-3.690620193664078 40.392609971504683,-3.690820933818928 40.392545728629571,-3.691319361911585 40.392385053891125,-3.691580629938704 40.392297920595041,-3.691703878622062 40.392256629904992,-3.692416167852364 40.392018140573654,-3.692694299656341 40.391926385723444,-3.693049154097466 40.391807135027939,-3.69323035006237 40.391738486152292,-3.693339755363922 40.391927041690096,-3.693737949845331 40.392622869070543,-3.693825234955233 40.392776208786749,-3.690615160733661 40.393788963478059,-3.690664658192154 40.393949800673937,-3.689353022264557 40.394694112839495,-3.689343689757652 40.394676176440996,-3.689336123888811 40.394658158338061,-3.689331072068475 40.394631197247847,-3.689329483699065 40.394622184122227,-3.689325834833177 40.394586169550493,-3.689324285644666 40.394545641524424,-3.689327390156889 40.394523077791412,-3.689338683451567 40.39429330051329,-3.689349891374537 40.394131069325297,-3.689344358539181 40.394095065982619,-3.68932952123518 40.394045599079647,-3.68931334682871 40.394014181732814,-3.689251469306361 40.393901945169645,-3.689162313419026 40.393753779867978,-3.689037827038168 40.393533850566804,-3.688963623760473 40.393408146633945,-3.688940795860005 40.393367824656238)));2807902097
MULTIPOLYGON (((-3.68438429420213 40.396440555289274,-3.682839417376207 40.39740740162263,-3.682513220500778 40.397593758652107,-3.682185372733199 40.397299645105271,-3.682132696050146 40.397259423125675,-3.681812802477018 40.396977513922018,-3.68103426183351 40.396274877465984,-3.680870053864146 40.396127205469746,-3.680597772778553 40.39589007228026,-3.680321691292858 40.395643939100779,-3.68025816339272 40.395590247551404,-3.679892152948984 40.395263572314569,-3.680732946626008 40.395224242335267,-3.681811874794844 40.395359484848896,-3.682757820518255 40.395662854372588,-3.68438429420213 40.396440555289274)));2807902098
MULTIPOLYGON (((-3.690172984402927 40.386702618356118,-3.6901224405023 40.386653414149535,-3.689846584030939 40.386393761307815,-3.689731248570622 40.386313375569287,-3.689639241730005 40.386241837158479,-3.689525783406993 40.386165939158261,-3.689454953342912 40.386116824083921,-3.689400106506445 40.386081131823637,-3.689338550122627 40.386000371900437,-3.689277245694206 40.385910681527605,-3.689234324736923 40.385856872882826,-3.689182126672875 40.385789619384148,-3.68909288173059 40.385704572948974,-3.688594907289653 40.38524804217549,-3.688588105214714 40.385241848386116,-3.68832474917054 40.385001910370811,-3.688167977858896 40.3848631691137,-3.688055179895777 40.384742247257705,-3.687914910078601 40.384562911570811,-3.687392474257704 40.38387228355792,-3.687091703935505 40.383473170672552,-3.686987944786283 40.383334117272774,-3.689142184724314 40.382663661089218,-3.689761966763006 40.382317656114829,-3.692124484228786 40.384127874206271,-3.695625714326467 40.387019152816812,-3.692203216274806 40.389526428454595,-3.69202212539073 40.38965908467592,-3.692020116670355 40.389655646216617,-3.691973658027563 40.389579314562575,-3.691951500399181 40.38953890986307,-3.691704564976237 40.389116942080655,-3.691571134989984 40.388883506547977,-3.690750954877561 40.387455961668906,-3.690735576729174 40.387429044272878,-3.690718405160527 40.38740660159219,-3.69054525668489 40.387101350016245,-3.690539616650735 40.387092343072823,-3.690495153957662 40.387029526917239,-3.69038049286603 40.386908636535935,-3.690374898632229 40.386899611292485,-3.69029574948435 40.386828014668431,-3.690172984402927 40.386702618356118)));2807902099
MULTIPOLYGON (((-3.692203216274806 40.389526428454595,-3.695625714326467 40.387019152816812,-3.698114323417747 40.389073998849597,-3.697773832141502 40.389296774810425,-3.69560209255206 40.390751283469534,-3.695546941393192 40.39079216871896,-3.695161664432117 40.391094585390185,-3.694718465679147 40.39090890052794,-3.693583335431279 40.390325556582702,-3.69262736937812 40.389790301765615,-3.692203216274806 40.389526428454595)));2807902100
MULTIPOLYGON (((-3.687720765439027 40.391139911591843,-3.692020116670355 40.389655646216617,-3.69202212539073 40.38965908467592,-3.692096200288495 40.389785801013517,-3.692125829210462 40.389839670090808,-3.692463127598668 40.390418774648829,-3.693069607818161 40.391464678936835,-3.69323035006237 40.391738486152292,-3.693049154097466 40.391807135027939,-3.692694299656341 40.391926385723444,-3.692416167852364 40.392018140573654,-3.691703878622062 40.392256629904992,-3.691580629938704 40.392297920595041,-3.691319361911585 40.392385053891125,-3.690820933818928 40.392545728629571,-3.690620193664078 40.392609971504683,-3.690029357664125 40.39280718960125,-3.689691725823491 40.392917283188801,-3.688943869678835 40.393165008274579,-3.688843735417187 40.393201654687459,-3.688386559505533 40.392384537112477,-3.688378891041769 40.392387055758242,-3.688402027125516 40.392329737361372,-3.687720765439027 40.391139911591843)));2807902101
MULTIPOLYGON (((-3.684866317049535 40.383738630338854,-3.686987944786283 40.383334117272774,-3.687091703935505 40.383473170672552,-3.687392474257704 40.38387228355792,-3.687914910078601 40.384562911570811,-3.688055179895777 40.384742247257705,-3.688167977858896 40.3848631691137,-3.68832474917054 40.385001910370811,-3.688588105214714 40.385241848386116,-3.685721911543852 40.387107298006519,-3.68572022390838 40.387102952117402,-3.685607325095613 40.386824350450816,-3.68552492953082 40.386613097300518,-3.685421429875189 40.386280380629167,-3.685049494737923 40.384561850805675,-3.684886695424766 40.383828587123219,-3.684866317049535 40.383738630338854)));2807902102
MULTIPOLYGON (((-3.67647363532735 40.392355603441445,-3.676986964882941 40.3919201935933,-3.677159751116544 40.391820069272292,-3.677394046743943 40.391647512564937,-3.677755431748111 40.391370629439919,-3.678096298548904 40.391102833151734,-3.678481271678871 40.390758281781615,-3.678809428579925 40.390400462539901,-3.67909874653936 40.389984364514547,-3.680831170000657 40.38742910498847,-3.681724335055635 40.38607250552122,-3.682446286542197 40.384897022080274,-3.683237728774017 40.384342840428729,-3.683468449729831 40.384183779027595,-3.683839915964602 40.383996913491309,-3.684116355799709 40.383887198934666,-3.684536210328454 40.383790104344051,-3.684866317049535 40.383738630338854,-3.684886695424766 40.383828587123219,-3.685049494737923 40.384561850805675,-3.685421429875189 40.386280380629167,-3.68552492953082 40.386613097300518,-3.685607325095613 40.386824350450816,-3.68572022390838 40.387102952117402,-3.685721911543852 40.387107298006519,-3.68584573647081 40.387426536924444,-3.686198960786677 40.388347899469409,-3.686239574138157 40.388464750518878,-3.686264328505846 40.388550213402269,-3.686285054973237 40.388631181224248,-3.686317904082775 40.388784111080234,-3.686332288177518 40.388860648024433,-3.686347221065791 40.388950619668115,-3.686360062552636 40.389058684966848,-3.686369790447381 40.389180250847147,-3.686373329146023 40.389238793433883,-3.686374510534386 40.389283786827043,-3.686378055315912 40.389414416511194,-3.686378540141116 40.389572073606644,-3.686375539301127 40.389671192306018,-3.686368437023771 40.389774834487902,-3.686359298762441 40.389887530274407,-3.686366845456615 40.389882786338831,-3.686375112484412 40.390177384929942,-3.686346556263397 40.390484298579992,-3.686331950878296 40.390605469217675,-3.686298731824456 40.390972951579059,-3.686275823148061 40.391316158093275,-3.686296451605902 40.391788260455591,-3.686326325877485 40.392131153645423,-3.686495897707903 40.39271538262804,-3.686598442333992 40.392936760333491,-3.686657567292717 40.393045102047545,-3.684620940578501 40.394100540084224,-3.683962186749409 40.393005322116238,-3.683947195357135 40.393018937029815,-3.683873710875366 40.393068930634939,-3.683747123393931 40.393150728566802,-3.683695182992895 40.393182607123663,-3.68346780078235 40.393310076729279,-3.683147734211444 40.393483093878508,-3.682762445545359 40.393688119861288,-3.682646726671805 40.393751847754416,-3.682408288782852 40.393879380541122,-3.682203135542578 40.393988675775745,-3.681376978803311 40.394430503792847,-3.6812318391068 40.394503408210774,-3.681125964335956 40.39455811254485,-3.681075466472724 40.394585454360623,-3.681064801473125 40.394590003701502,-3.680980559160462 40.394631035328068,-3.680920794324755 40.394658432552376,-3.68078553152168 40.394717773630298,-3.68071108937296 40.394749724763571,-3.680661177882896 40.394768044853727,-3.680603252496017 40.394790913030548,-3.680441827571242 40.39485042481099,-3.680247000111731 40.394919132949894,-3.680137575342005 40.394951289508903,-3.679954160011857 40.395019952550705,-3.679712343323721 40.395102445215208,-3.679446710042233 40.394865289095847,-3.678928007266378 40.394404328356686,-3.678228739839887 40.393777798729438,-3.677073466067823 40.392766519805015,-3.676996409726285 40.392717411083545,-3.676836693536523 40.392614725343684,-3.676651036171558 40.392494186521731,-3.67647363532735 40.392355603441445)));2807902103
MULTIPOLYGON (((-3.688452786841638 40.38809734935473,-3.688456268062051 40.388094422295723,-3.688961945663083 40.387669319280342,-3.68939685863041 40.387283825495963,-3.689771465972048 40.387006843060135,-3.689995283421167 40.386933441327891,-3.690054830208932 40.386847495112725,-3.690172984402927 40.386702618356118,-3.69029574948435 40.386828014668431,-3.690374898632229 40.386899611292485,-3.69038049286603 40.386908636535935,-3.690495153957662 40.387029526917239,-3.690539616650735 40.387092343072823,-3.69054525668489 40.387101350016245,-3.690718405160527 40.38740660159219,-3.690735576729174 40.387429044272878,-3.690750954877561 40.387455961668906,-3.691571134989984 40.388883506547977,-3.691704564976237 40.389116942080655,-3.691951500399181 40.38953890986307,-3.691973658027563 40.389579314562575,-3.692020116670355 40.389655646216617,-3.687720765439027 40.391139911591843,-3.687544034295098 40.390818343539181,-3.687622682061983 40.390683272004338,-3.687908533784835 40.389678155769488,-3.688860771348376 40.38889545841144,-3.688452786841638 40.38809734935473)));2807902104
MULTIPOLYGON (((-3.692447340653136 40.400752328287233,-3.692321661418153 40.40074405738185,-3.691701621248111 40.400716230190142,-3.691200886957802 40.400692224408573,-3.690991953015176 40.400679930761953,-3.691082144543263 40.399642704311901,-3.68438429420213 40.396440555289274,-3.682757820518255 40.395662854372588,-3.681811874794844 40.395359484848896,-3.680732946626008 40.395224242335267,-3.679892152948984 40.395263572314569,-3.679851324439372 40.39522775712274,-3.679712343323721 40.395102445215208,-3.679954160011857 40.395019952550705,-3.680137575342005 40.394951289508903,-3.680247000111731 40.394919132949894,-3.680441827571242 40.39485042481099,-3.680603252496017 40.394790913030548,-3.680661177882896 40.394768044853727,-3.68071108937296 40.394749724763571,-3.68078553152168 40.394717773630298,-3.680920794324755 40.394658432552376,-3.680980559160462 40.394631035328068,-3.681064801473125 40.394590003701502,-3.681075466472724 40.394585454360623,-3.681125964335956 40.39455811254485,-3.6812318391068 40.394503408210774,-3.681376978803311 40.394430503792847,-3.682203135542578 40.393988675775745,-3.682408288782852 40.393879380541122,-3.682646726671805 40.393751847754416,-3.682762445545359 40.393688119861288,-3.683147734211444 40.393483093878508,-3.68346780078235 40.393310076729279,-3.683695182992895 40.393182607123663,-3.683747123393931 40.393150728566802,-3.683873710875366 40.393068930634939,-3.683947195357135 40.393018937029815,-3.683962186749409 40.393005322116238,-3.684620940578501 40.394100540084224,-3.686657567292717 40.393045102047545,-3.686810248841304 40.392965975703369,-3.687129264713008 40.392797401554724,-3.688378891041769 40.392387055758242,-3.688386559505533 40.392384537112477,-3.688843735417187 40.393201654687459,-3.688940741857856 40.393367728580806,-3.688940795860005 40.393367824656238,-3.6887381766979 40.393426273610203,-3.688062025505778 40.393655089142747,-3.687837109161159 40.393777470619121,-3.687748758525575 40.39398549964087,-3.687728076380259 40.394175835912456,-3.687796974567133 40.394279179206748,-3.68814041604783 40.394692149090282,-3.688735091669755 40.395345712854485,-3.689855572491684 40.396549489671948,-3.690702053682591 40.3974955075265,-3.690877640590768 40.397605198098169,-3.690838869891478 40.397622237978197,-3.691356686773792 40.397988531368171,-3.692675108111815 40.399332016338199,-3.692882104665401 40.399947880456281,-3.693116034579195 40.40006810809696,-3.693769457731461 40.400010131336124,-3.694057520347801 40.399909328026276,-3.693968716932944 40.400693679933795,-3.693953558446024 40.400797371614551,-3.693746014715228 40.400812101814076,-3.693376103965875 40.400791825894203,-3.693159132081835 40.40078408439723,-3.692551587793679 40.400756204872927,-3.692447340653136 40.400752328287233)));2807902105
MULTIPOLYGON (((-3.682513220500778 40.397593758652107,-3.682839417376207 40.39740740162263,-3.68438429420213 40.396440555289274,-3.691082144543263 40.399642704311901,-3.690991953015176 40.400679930761953,-3.690781577034815 40.400667663370754,-3.689638607878231 40.400602389187277,-3.689523622857122 40.400594068571365,-3.689407981482917 40.400590252686712,-3.688103940560512 40.400516935226541,-3.687545343982398 40.400484221833331,-3.68662057751832 40.400440131077161,-3.6859567138688 40.400412551305813,-3.685764058954788 40.400512774053695,-3.685694493315304 40.400450135715531,-3.685533844181776 40.400293445722333,-3.685348413264292 40.400127860883394,-3.685260828613603 40.400056310996625,-3.68515089374603 40.399962365390138,-3.685060178153321 40.399881829331036,-3.684992186925421 40.399819184836211,-3.684714211576788 40.399573073603683,-3.684532455127238 40.399407465667323,-3.684374933205133 40.39926874122861,-3.684161626694677 40.399076323734626,-3.683951677672878 40.398888353578982,-3.68365778983947 40.398628823861358,-3.682846483148008 40.397894847432227,-3.682695944093015 40.397756115452864,-3.682514626059647 40.39759501973478,-3.682513220500778 40.397593758652107)));2807902106
MULTIPOLYGON (((-3.67940458835848 40.402302546669624,-3.678855679434456 40.402062527533232,-3.678264899706436 40.40179572327326,-3.678652452101324 40.401333992790889,-3.678801959374783 40.401148407544554,-3.678910632506343 40.401039669631551,-3.679017237022256 40.400984985596956,-3.679148867669744 40.401002200941129,-3.679493527650804 40.401144352740047,-3.681029028608583 40.401860579101651,-3.681119027804241 40.401914090800098,-3.681119118738028 40.401923112850341,-3.681120163610309 40.401990652214472,-3.68104990236448 40.402112693060005,-3.680856578443374 40.402366089213579,-3.680501494352394 40.402800641117643,-3.67940458835848 40.402302546669624)));2807903001
MULTIPOLYGON (((-3.685370833533071 40.406411564381997,-3.685244015393203 40.406434882847108,-3.683571228296213 40.406724036728029,-3.683410504490835 40.40674297162095,-3.68326010872528 40.40676640834976,-3.682180288275633 40.406948441308025,-3.682027326528885 40.406976369979517,-3.68198003288563 40.406814483981272,-3.681870171779652 40.406436784534442,-3.68183621827355 40.406319838088152,-3.681803030785361 40.406207433086692,-3.681608868035707 40.40553739252222,-3.681358673386955 40.405309136859174,-3.681709757381129 40.404771024320411,-3.681804381977439 40.404621789738187,-3.682348631610523 40.404834826524564,-3.683036984179481 40.405024483279803,-3.683466469150408 40.405139023574442,-3.68456511043241 40.40543435040302,-3.688370271598696 40.406461377877214,-3.688560093361713 40.406545840910233,-3.688762420317227 40.406706783646861,-3.688680995311509 40.407139696447096,-3.688499852620428 40.407032668298001,-3.688440208095398 40.407001508847742,-3.688373549099853 40.406961332515905,-3.688050491990684 40.406814615799455,-3.687943214992626 40.40676569438012,-3.687889214306043 40.406743505621037,-3.687781257490576 40.406703610671308,-3.687672239009832 40.406663721033595,-3.687504082055208 40.406606178337128,-3.687409897519954 40.406579687714427,-3.687265839514783 40.406540006005585,-3.68721564722413 40.406526759211786,-3.687132928410541 40.406504758800651,-3.686814821987387 40.406443563760384,-3.686740644592959 40.406426016862248,-3.686650628296659 40.406413023466321,-3.686541068762919 40.406395627999117,-3.686433410647843 40.406382797743994,-3.686239116803688 40.406361422100666,-3.68586009313368 40.406354662871266,-3.685801587851535 40.406359513532252,-3.685605078878476 40.406374163695112,-3.685370833533071 40.406411564381997)));2807903002
MULTIPOLYGON (((-3.681184635767473 40.405580388370687,-3.681358673386955 40.405309136859174,-3.681608868035707 40.40553739252222,-3.681803030785361 40.406207433086692,-3.68183621827355 40.406319838088152,-3.681870171779652 40.406436784534442,-3.68198003288563 40.406814483981272,-3.682027326528885 40.406976369979517,-3.681864836688207 40.407004340224852,-3.680218503220329 40.407284320197832,-3.680047509252189 40.407312337920992,-3.68006599376819 40.407285215521469,-3.680123319966778 40.40719928771162,-3.68017741236824 40.407122396969662,-3.680501288644901 40.406624984565951,-3.680533496086368 40.406566213557319,-3.680561178632854 40.406534536909895,-3.680650801907928 40.406398878774262,-3.681184635767473 40.405580388370687)));2807903003
MULTIPOLYGON (((-3.679626225741779 40.406256257016999,-3.679672274280049 40.406183901196208,-3.680301649857509 40.405229758586131,-3.680489467206495 40.405300723201684,-3.681045245519363 40.405522684789133,-3.681184635767473 40.405580388370687,-3.680650801907928 40.406398878774262,-3.680561178632854 40.406534536909895,-3.680533496086368 40.406566213557319,-3.680501288644901 40.406624984565951,-3.68017741236824 40.407122396969662,-3.680123319966778 40.40719928771162,-3.68006599376819 40.407285215521469,-3.680047509252189 40.407312337920992,-3.679875094954435 40.407344917825149,-3.679423608035067 40.407419635245311,-3.679225321812871 40.407443289574879,-3.678838653079346 40.407522123947416,-3.679008971285116 40.407205825516733,-3.679071711676993 40.407110861868304,-3.679569642111546 40.406342180229409,-3.679626225741779 40.406256257016999)));2807903004
MULTIPOLYGON (((-3.680301649857509 40.405229758586131,-3.680831947351403 40.404420308543308,-3.680925197630151 40.404280146784849,-3.681804381977439 40.404621789738187,-3.681709757381129 40.404771024320411,-3.681358673386955 40.405309136859174,-3.681184635767473 40.405580388370687,-3.681045245519363 40.405522684789133,-3.680489467206495 40.405300723201684,-3.680301649857509 40.405229758586131)));2807903005
MULTIPOLYGON (((-3.681804381977439 40.404621789738187,-3.680925197630151 40.404280146784849,-3.681013708172047 40.404144475957942,-3.68159116183694 40.403267181949637,-3.68175156507766 40.403324819568489,-3.683462483575975 40.404012943426046,-3.683952421611916 40.404208230528205,-3.683998961435294 40.404225982367549,-3.6835130108364 40.405008135002852,-3.683466469150408 40.405139023574442,-3.683036984179481 40.405024483279803,-3.682348631610523 40.404834826524564,-3.681804381977439 40.404621789738187)));2807903006
MULTIPOLYGON (((-3.67906243132933 40.404718969506128,-3.679634525848867 40.40396339776229,-3.679730559112779 40.403809638520443,-3.680925197630151 40.404280146784849,-3.680831947351403 40.404420308543308,-3.680301649857509 40.405229758586131,-3.68011126083033 40.405154285337744,-3.67917003649953 40.404763397247926,-3.67906243132933 40.404718969506128)));2807903007
