season_end_year,player,min_playing,gls_per,ast_per,x_g_per,x_ag_per
2013,Rémi Gomis,2060,0.04,0.04,NA,NA
2013,Nicolas Isimat-Mirin,2517,0,0.04,NA,NA
2013,Foued Kadir,1065,0.51,0.34,NA,NA
2013,Kenny Lala,585,0.15,0,NA,NA
2013,Anthony Le Tallec,1494,0.3,0.24,NA,NA
2013,Rudy Mater,2009,0.04,0,NA,NA
2013,Maor Melikson,1127,0.16,0.08,NA,NA
2013,Loris Néry,1562,0.06,0,NA,NA
2013,Opa Nguette,895,0.3,0.1,NA,NA
2013,Nicolas Penneteau,3420,0,0,NA,NA
2013,Grégory Pujol,1391,0.52,0.06,NA,NA
2013,Lindsay Rose,1133,0.08,0,NA,NA
2013,José Saez,446,0.4,0,NA,NA
2013,Mamadou Samassa,190,0.47,0,NA,NA
2013,Carlos Sánchez,2286,0.08,0.04,NA,NA
2013,Younousse Sankharé,983,0,0,NA,NA
2013,Marco da Silva,3,0,0,NA,NA
2013,Mody Traoré,13,0,0,NA,NA
2013,Mikel Balenziaga,2867,0,0.03,NA,NA
2013,Javier Baraja,344,0.26,0,NA,NA
2013,Alberto Bueno,1516,0.3,0.18,NA,NA
2013,Patrick Ebert,1791,0.3,0.4,NA,NA
2013,Javi Guerra,1612,0.45,0,NA,NA
2013,Dani Hernández,2160,0,0,NA,NA
2013,Jaime,1260,0,0,NA,NA
2013,Daniel Larsson,1352,0,0.07,NA,NA
2013,Lolo,105,0,0,NA,NA
2013,Manucho,1648,0.44,0.11,NA,NA
2013,Juan Neira,108,0,0,NA,NA
2013,Óscar,2937,0.37,0.25,NA,NA
2013,Carlos Peña,1065,0,0.08,NA,NA
2013,Rubén Peña,75,0,0,NA,NA
2013,Víctor Pérez,2166,0.17,0.04,NA,NA
2013,Valdet Rama,139,0,0,NA,NA
2013,Omar Ramos,2411,0.04,0.11,NA,NA
2013,Álvaro Rubio,2809,0,0.06,NA,NA
2013,Jesús Rueda,2414,0,0,NA,NA
2013,Antonio Rukavina,3314,0.03,0.05,NA,NA
2013,Lluís Sastre,1392,0.06,0,NA,NA
2013,Henrique Sereno,1671,0.05,0,NA,NA
2013,Marc Valiente,2404,0,0,NA,NA
2013,Joseph Akpala,464,0.19,0.19,NA,NA
2013,Marko Arnautović,1954,0.23,0.28,NA,NA
2013,Philipp Bargfrede,618,0,0.15,NA,NA
2013,Kevin De Bruyne,2965,0.3,0.27,NA,NA
2013,Mehmet Ekici,462,0.39,0,NA,NA
2013,Eljero Elia,1723,0,0.16,NA,NA
2013,Clemens Fritz,1590,0,0,NA,NA
2013,Niclas Füllkrug,268,0.34,0,NA,NA
2013,Theodor Gebre Selassie,2143,0.04,0.08,NA,NA
2013,Aaron Hunt,2340,0.42,0.15,NA,NA
2013,Aleksandar Ignjovski,1547,0.06,0.12,NA,NA
2013,Zlatko Junuzović,2454,0.11,0.07,NA,NA
2013,Felix Kroos,357,0,0,NA,NA
2013,Assani Lukimya-Mulongoti,1589,0.06,0,NA,NA
2013,Sebastian Mielitz,3060,0,0,NA,NA
2013,Sokratis Papastathopoulos,2565,0.04,0,NA,NA
2013,Mateo Pavlović,315,0,0,NA,NA
2013,Nils Petersen,2736,0.36,0.16,NA,NA
2013,Sebastian Prödl,1933,0.05,0,NA,NA
2013,Lukas Schmitz,1764,0,0.05,NA,NA
2013,Aleksandar Stevanović,20,0,0,NA,NA
2013,Tom Trybull,299,0,0,NA,NA
2013,Johannes Wurtz,28,0,0,NA,NA
2013,Özkan Yıldırım,367,0,0.25,NA,NA
2013,Izzy Brown,5,0,0,NA,NA
2013,Chris Brunt,2182,0.08,0.12,NA,NA
2013,Craig Dawson,90,0,0,NA,NA
2013,Graham Dorrans,1749,0.05,0.15,NA,NA
2013,Marc-Antoine Fortuné,829,0.22,0.22,NA,NA
2013,Ben Foster,2700,0,0,NA,NA
2013,Zoltán Gera,1120,0.32,0.08,NA,NA
2013,Gonzalo Jara,45,0,2,NA,NA
2013,Billy Jones,2211,0.04,0.08,NA,NA
2013,Shane Long,2151,0.33,0.17,NA,NA
2013,Romelu Lukaku,2005,0.76,0.18,NA,NA
2013,Gareth McAuley,3240,0.08,0.06,NA,NA
2013,James Morrison,2836,0.16,0.16,NA,NA
2013,Youssouf Mulumbu,2515,0.07,0.07,NA,NA
2013,Boaz Myhill,720,0,0,NA,NA
2013,Peter Odemwingie,1282,0.35,0.21,NA,NA
2013,Jonas Olsson,3240,0,0,NA,NA
2013,Goran Popov,890,0,0.1,NA,NA
2013,Steven Reid,906,0,0,NA,NA
2013,Liam Ridgewell,2485,0,0.04,NA,NA
2013,Markus Rosenberg,561,0,0.32,NA,NA
2013,Gabriel Tamaș,634,0,0,NA,NA
2013,Jerome Thomas,406,0,0,NA,NA
2013,George Thorne,230,0,0,NA,NA
2013,Claudio Yacob,2474,0,0,NA,NA
2013,Yossi Benayoun,315,0,0.29,NA,NA
2013,Andy Carroll,1933,0.33,0.19,NA,NA
2013,Marouane Chamakh,151,0,0,NA,NA
2013,Carlton Cole,1369,0.13,0.07,NA,NA
2013,Joe Cole,620,0.29,0,NA,NA
2013,James Collins,2492,0,0.04,NA,NA
2013,Jack Collison,639,0.28,0,NA,NA
2013,Guy Demel,2473,0,0.07,NA,NA
2013,Mohamed Diamé,2595,0.1,0,NA,NA
2013,Alou Diarra,141,0,0,NA,NA
2013,Robert Hall,13,0,0,NA,NA
2013,Jussi Jääskeläinen,3420,0,0,NA,NA
2013,Matt Jarvis,2559,0.07,0,NA,NA
2013,Modibo Maïga,421,0.43,0.43,NA,NA
2013,George McCartney,879,0,0.2,NA,NA
2013,Mark Noble,2286,0.16,0.12,NA,NA
2013,Kevin Nolan,2978,0.3,0.06,NA,NA
2013,Joey O'Brien,2717,0.07,0.13,NA,NA
2013,Gary O'Neil,1442,0.06,0.19,NA,NA
2013,Emanuel Pogatetz,153,0,0,NA,NA
2013,Dan Potts,119,0,0,NA,NA
2013,Winston Reid,3143,0.03,0,NA,NA
2013,Jordan Spence,26,0,0,NA,NA
2013,Matthew Taylor,1377,0.07,0.13,NA,NA
2013,James Tomkins,1735,0.05,0.05,NA,NA
2013,Ricardo Vaz Tê,1601,0.17,0.22,NA,NA
2013,Antolín Alcaraz,691,0,0,NA,NA
2013,Jean Beausejour,2778,0.03,0.23,NA,NA
2013,Mauro Boselli,135,0,0,NA,NA
2013,Emmerson Boyce,3138,0.11,0,NA,NA
2013,Gary Caldwell,2079,0.04,0.04,NA,NA
2013,Eduard Campabadal,3,0,0,NA,NA
2013,Franco Di Santo,2125,0.21,0.08,NA,NA
2013,Roger Espinoza,611,0.15,0.29,NA,NA
2013,Maynor Figueroa,2813,0.03,0.03,NA,NA
2013,Fraser Fyvie,23,0,0,NA,NA
2013,Román Golobart,214,0,0,NA,NA
2013,Jordi Gómez,1525,0.18,0.06,NA,NA
2013,Ali Al-Habsi,2610,0,0,NA,NA
2013,Ángelo Henríquez,50,1.8,0,NA,NA
2013,David Jones,806,0,0,NA,NA
2013,Arouna Koné,2930,0.34,0.15,NA,NA
2013,Adrián López,357,0,0,NA,NA
2013,Shaun Maloney,2938,0.18,0.25,NA,NA
2013,James McArthur,2413,0.11,0.07,NA,NA
2013,James McCarthy,3374,0.08,0.05,NA,NA
2013,Callum McManaman,641,0.28,0.14,NA,NA
2013,Ryo Miyaichi,55,0,0,NA,NA
2013,Victor Moses,90,0,0,NA,NA
2013,Iván Ramis,1397,0.13,0,NA,NA
2013,Joel Robles,810,0,0,NA,NA
2013,Paul Scharner,1260,0,0.07,NA,NA
2013,Ronnie Stam,1012,0,0,NA,NA
2013,Ben Watson,622,0.14,0,NA,NA
2013,Felipe Aliste Lopes,20,0,0,NA,NA
2013,Maximilian Arnold,401,0.67,0,NA,NA
2013,Diego Benaglio,3060,0,0,NA,NA
2013,Ashkan Dejagah,66,0,0,NA,NA
2013,Diego,2879,0.31,0.22,NA,NA
2013,Bas Dost,1991,0.36,0.09,NA,NA
2013,Fagner,2074,0,0.04,NA,NA
2013,Ferhan Hasani,183,0,0,NA,NA
2013,Makoto Hasebe,1732,0.1,0.1,NA,NA
2013,Patrick Helmes,151,0,0,NA,NA
2013,Rasmus Jönsson,80,0,0,NA,NA
2013,Josué,1084,0,0.08,NA,NA
2013,Thomas Kahlenberg,530,0,0,NA,NA
2013,Simon Kjær,1680,0.11,0.05,NA,NA
2013,Robin Knoche,792,0,0,NA,NA
2013,Sotirios Kyrgiakos,129,0,0,NA,NA
2013,Srđan Lakić,149,0,0,NA,NA
2013,Alexander Madlung,620,0.29,0,NA,NA
2013,Slobodan Medojević,555,0,0.16,NA,NA
2013,Naldo,2706,0.2,0,NA,NA
2013,Ivica Olić,2417,0.34,0.22,NA,NA
2013,Yohandry Orozco,126,0,0.71,NA,NA
2013,Ivan Perišić,542,0.33,0.33,NA,NA
2013,Emanuel Pogatetz,643,0,0,NA,NA
2013,Jan Polák,2207,0.04,0.08,NA,NA
2013,Ricardo Rodríguez,1712,0,0.21,NA,NA
2013,Marcel Schäfer,1996,0,0.09,NA,NA
2013,Christian Träsch,956,0,0,NA,NA
2013,Vieirinha,1964,0.05,0.18,NA,NA
2013,Tarsicio Aguado,64,0,0,NA,NA
2013,Javi Álamo,79,0,0,NA,NA
2013,Pablo Alcolea,103,0,0,NA,NA
2013,Apoño,2553,0.32,0.11,NA,NA
2013,Carlos Aranda,422,0,0,NA,NA
2013,Stefan Babović,316,0,0,NA,NA
2013,Henri Bienvenu,244,0,0,NA,NA
2013,Adrià Carmona,57,0,0,NA,NA
2013,Leo Franco,347,0,0,NA,NA
2013,Raúl Goni,314,0,0,NA,NA
2013,Álvaro González,2942,0.03,0,NA,NA
2013,Héctor Hernández,22,0,0,NA,NA
2013,Maurizio Lanzaro,60,0,0,NA,NA
2013,Glenn Loovens,1684,0,0,NA,NA
2013,José Manuel Fernández,709,0,0.13,NA,NA
2013,José Mari,1466,0,0,NA,NA
2013,José María Movilla,2100,0,0.13,NA,NA
2013,Abraham Minero,3122,0,0.06,NA,NA
2013,Paco Montañés,3224,0.14,0.03,NA,NA
2013,Ivan Obradović,71,0,0,NA,NA
2013,Edu Oriol,779,0,0,NA,NA
2013,Jorge Ortí,174,0,0.52,NA,NA
2013,Javier Paredes,1524,0,0,NA,NA
2013,Ádám Pintér,1352,0,0,NA,NA
2013,Hélder Postiga,3151,0.4,0.09,NA,NA
2013,Roberto,2970,0,0,NA,NA
2013,Rubén Rochina,643,0.14,0,NA,NA
2013,Rodri,634,0.28,0,NA,NA
2013,Víctor Rodríguez,2069,0.09,0.26,NA,NA
2013,Romaric,472,0,0.19,NA,NA
2013,Cristian Săpunaru,2550,0.07,0,NA,NA
2013,Lucas Wilchez,120,0,0,NA,NA
2013,Franco Zuculini,904,0.1,0.2,NA,NA
2014,Nordine Aït Yahia,81,0,0,NA,NA
2014,Benjamin André,3064,0.12,0.15,NA,NA
2014,Salim Arrache,274,0.66,0,NA,NA
2014,Issa Baradji,154,1.75,0,NA,NA
2014,Chahir Belghazouani,374,0,0,NA,NA
2014,Laurent Bonnart,1797,0,0,NA,NA
2014,Demba Camara,610,0.3,0,NA,NA
2014,Johan Cavalli,1343,0.07,0.34,NA,NA
2014,Alessandro Crescenzi,810,0,0,NA,NA
2014,Brandon Deville,20,0,0,NA,NA
2014,Sigamary Diarra,1617,0.06,0.11,NA,NA
2014,Claude Dielna,1678,0,0.05,NA,NA
2014,Eduardo dos Santos,691,0.39,0,NA,NA
2014,Ricardo Faty,1671,0.11,0.16,NA,NA
2014,Claude Gonçalves,1267,0,0,NA,NA
2014,Cédric Hengbart,1938,0,0.09,NA,NA
2014,Paul Lasne,2818,0.1,0.13,NA,NA
2014,Mickael Leca,372,0,0,NA,NA
2014,Pierre-François Moracchini,1,0,NA,NA,NA
2014,Mehdi Mostefa,2977,0.09,0.09,NA,NA
2014,Adrian Mutu,633,0,0,NA,NA
2014,Joshua Nadeau,412,0,0,NA,NA
2014,Guillermo Ochoa,3330,0,0,NA,NA
2014,Dennis Oliech,586,0.15,0,NA,NA
2014,Cédric Orengo,25,0,NA,NA,NA
2014,Benoît Pedretti,1037,0.09,0.17,NA,NA
2014,Grenddy Perozo,2201,0.08,0,NA,NA
2014,Jean-Baptiste Pierazzi,975,0,0,NA,NA
2014,Ștefan Popescu,194,0,0,NA,NA
2014,Julien Remiti,20,0,0,NA,NA
2014,Oumar Sissoko,90,0,0,NA,NA
2014,Junior Tallo,1610,0.39,0.06,NA,NA
2014,Denis Tonucci,1551,0,0,NA,NA
2014,Yuriy Yakovenko,10,0,0,NA,NA
2014,Ronald Zubar,1251,0.07,0,NA,NA
2014,Cedric Orengo,26,0,0,NA,NA
2014,Pierre Moracchini,1,0,0,NA,NA
2014,Ramon Azeez,2054,0.09,0,NA,NA
2014,Hélder Barbosa,986,0.09,0,NA,NA
2014,Christian,324,0,0,NA,NA
2014,Corona,1114,0.08,0.16,NA,NA
2014,Óscar Díaz,1212,0.3,0,NA,NA
2014,Sebastián Dubarbier,2297,0.04,0,NA,NA
2014,Esteban,3420,0,0,NA,NA
2014,Raúl García,176,0,0,NA,NA
2014,Hicham Khaloua,4,22.5,0,NA,NA
2014,Kiu,9,0,0,NA,NA
2014,Mané,728,0,0,NA,NA
2014,Nélson Marcos,1181,0,0.08,NA,NA
2014,Hans Martínez,90,0,0,NA,NA
2014,Hernán Pellerano,1054,0,0,NA,NA
2014,Rafita,2227,0,0.12,NA,NA
2014,Rodri,1888,0.38,0.1,NA,NA
2014,Dani Romera,21,0,0,NA,NA
2014,Marcelo Silva,109,0,0,NA,NA
2014,Fernando Soriano,1872,0.19,0.19,NA,NA
2014,Rubén Suárez,23,0,0,NA,NA
2014,Suso,2253,0.12,0.28,NA,NA
2014,Marcos Tébar,1469,0,0.06,NA,NA
2014,Marco Torsiglieri,2369,0.04,0,NA,NA
2014,Ángel Trujillo,3240,0.03,0,NA,NA
2014,Fran Vélez,253,0.36,0,NA,NA
2014,Verza,2921,0.25,0.09,NA,NA
2014,Aleix Vidal,3070,0.18,0.09,NA,NA
2014,Jonathan Zongo,1141,0.08,0.16,NA,NA
2014,Chuba Akpom,1,0,0,NA,NA
2014,Mikel Arteta,2408,0.07,0,NA,NA
2014,Nicklas Bendtner,163,1.1,0,NA,NA
2014,Santi Cazorla,2587,0.14,0.28,NA,NA
2014,Abou Diaby,17,0,0,NA,NA
2014,Łukasz Fabiański,90,0,0,NA,NA
2014,Mathieu Flamini,1667,0.11,0,NA,NA
2014,Kieran Gibbs,2055,0,0.04,NA,NA
2014,Olivier Giroud,3067,0.47,0.23,NA,NA
2014,Serge Gnabry,401,0.22,0,NA,NA
2014,Carl Jenkinson,805,0.11,0.22,NA,NA
2014,Kim Källström,130,0,0,NA,NA
2014,Laurent Koscielny,2739,0.07,0,NA,NA
2014,Per Mertesacker,3150,0.06,0,NA,NA
2014,Ryo Miyaichi,18,0,0,NA,NA
2014,Nacho Monreal,1185,0,0.08,NA,NA
2014,Alex Oxlade-Chamberlain,529,0.34,0.34,NA,NA
2014,Mesut Özil,2140,0.21,0.38,NA,NA
2014,Lukas Podolski,1167,0.62,0.15,NA,NA
2014,Aaron Ramsey,1761,0.51,0.41,NA,NA
2014,Tomáš Rosický,1572,0.11,0.06,NA,NA
2014,Bacary Sagna,3060,0.03,0.06,NA,NA
2014,Yaya Sanogo,79,0,0,NA,NA
2014,Wojciech Szczęsny,3330,0,0,NA,NA
2014,Thomas Vermaelen,788,0,0.11,NA,NA
2014,Theo Walcott,859,0.52,0.42,NA,NA
2014,Jack Wilshere,1719,0.16,0.21,NA,NA
2014,Gabby Agbonlahor,2439,0.15,0.18,NA,NA
2014,Karim El Ahmadi,2177,0.08,0.04,NA,NA
2014,Marc Albrighton,973,0,0.37,NA,NA
2014,Leandro Bacuna,2599,0.17,0.03,NA,NA
2014,Nathan Baker,2477,0,0,NA,NA
2014,Joe Bennett,243,0,0,NA,NA
2014,Christian Benteke,2126,0.42,0.08,NA,NA
2014,Ryan Bertrand,1386,0,0,NA,NA
2014,Jordan Bowery,239,0,0.38,NA,NA
2014,Ciaran Clark,2203,0,0,NA,NA
2014,Fabian Delph,3004,0.09,0.06,NA,NA
2014,Jack Grealish,3,0,0,NA,NA
2014,Brad Guzan,3420,0,0.03,NA,NA
2014,Nicklas Helenius,52,0,0,NA,NA
2014,Chris Herd,170,0,0,NA,NA
2014,Grant Holt,382,0.24,0,NA,NA
2014,Libor Kozák,782,0.46,0,NA,NA
2014,Matthew Lowton,1663,0,0.16,NA,NA
2014,Antonio Luna,1381,0.07,0,NA,NA
2014,Jores Okore,167,0,0,NA,NA
2014,Callum Robinson,50,0,0,NA,NA
2014,Yacouba Sylla,552,0,0,NA,NA
2014,Aleksandar Tonev,601,0,0,NA,NA
2014,Ron Vlaar,2803,0,0.03,NA,NA
2014,Andreas Weimann,2649,0.17,0.14,NA,NA
2014,Ashley Westwood,3077,0.09,0.06,NA,NA
2014,Daniele Baselli,1404,0,0.13,NA,NA
2014,Gianpaolo Bellini,573,0,0,NA,NA
2014,Yohan Benalouane,1454,0,0.06,NA,NA
2014,Rubén Bentancourt,48,0,0,NA,NA
2014,Giacomo Bonaventura,2513,0.18,0.11,NA,NA
2014,Franco Brienza,703,0.13,0.13,NA,NA
2014,Davide Brivio,1922,0.14,0,NA,NA
2014,Mattia Caldara,45,0,0,NA,NA
2014,Michele Canini,599,0,0,NA,NA
2014,Carlos Carmona,2544,0.07,0,NA,NA
2014,Riccardo Cazzola,276,0,0,NA,NA
2014,Luca Cigarini,2498,0.07,0.25,NA,NA
2014,Andrea Consigli,3150,0,0,NA,NA
2014,Giuseppe De Luca,680,0.53,0.26,NA,NA
2014,Cristiano Del Grosso,1484,0,0,NA,NA
2014,Germán Denis,3236,0.36,0.14,NA,NA
2014,Marcelo Estigarribia,728,0.12,0.12,NA,NA
2014,Luigi Giorgi,23,0,0,NA,NA
2014,Moussa Koné,408,0.22,0.22,NA,NA
2014,Marko Livaja,744,0.24,0,NA,NA
2014,Stefano Lucchini,1265,0.07,0,NA,NA
2014,Guido Marilungo,138,0,0,NA,NA
2014,Giulio Migliaccio,1216,0.07,0.07,NA,NA
2014,Maximiliano Moralez,2302,0.2,0.23,NA,NA
2014,Constantin Nica,288,0,0,NA,NA
2014,Joakim Olausson,26,0,0,NA,NA
2014,Cristian Raimondi,2227,0,0.08,NA,NA
2014,Lionel Scaloni,428,0,0,NA,NA
2014,Marco Sportiello,270,0,0,NA,NA
2014,Guglielmo Stendardo,2414,0.07,0,NA,NA
2014,Mario Yepes,1901,0,0,NA,NA
2014,Aritz Aduriz,2392,0.6,0.3,NA,NA
2014,Unai Albizua,55,0,0,NA,NA
2014,Mikel Balenziaga,2659,0,0,NA,NA
2014,Borja Ekiza,35,0,0,NA,NA
2014,Beñat Etxebarria,1018,0.09,0.27,NA,NA
2014,Xabier Etxeita,187,0,0,NA,NA
2014,Ibai Gómez,695,1.04,0.26,NA,NA
2014,Guillermo,326,0.28,0,NA,NA
2014,Carlos Gurpegui,2384,0.08,0,NA,NA
2014,Ander Herrera,2547,0.18,0.18,NA,NA
2014,Iago Herrerín,495,0,0,NA,NA
2014,Gorka Iraizoz,2925,0,0,NA,NA
2014,Andoni Iraola,2625,0.03,0.14,NA,NA
2014,Ander Iturraspe,2702,0,0.1,NA,NA
2014,Aymeric Laporte,2933,0.06,0,NA,NA
2014,Óscar de Marcos,1982,0.23,0.09,NA,NA
2014,Erik Morán,584,0,0,NA,NA
2014,Iker Muniain,2705,0.23,0.13,NA,NA
2014,Mikel Rico,2567,0.18,0.04,NA,NA
2014,Enric Saborit,201,0,0,NA,NA
2014,Mikel San José,1808,0.25,0.05,NA,NA
2014,Enrique Sola,231,0.39,0,NA,NA
2014,Markel Susaeta,2931,0.18,0.37,NA,NA
2014,Gaizka Toquero,609,0,0.15,NA,NA
2014,Toby Alderweireld,909,0.1,0,NA,NA
2014,Daniel Aranzubia,84,0,0,NA,NA
2014,Léo Baptistão,125,0,0.72,NA,NA
2014,Diego Costa,2948,0.82,0.09,NA,NA
2014,Thibaut Courtois,3330,0,0,NA,NA
2014,Diego,518,0.17,0.17,NA,NA
2014,Gabi,3111,0.09,0.23,NA,NA
2014,Raúl García,1703,0.48,0.16,NA,NA
2014,Diego Godín,3060,0.12,0.06,NA,NA
2014,Josuha Guilavogui,2,0,0,NA,NA
2014,Emiliano Insúa,452,0,0,NA,NA
2014,Juanfran,3149,0,0.14,NA,NA
2014,Koke,2785,0.19,0.45,NA,NA
2014,Adrián López,739,0.12,0.37,NA,NA
2014,Filipe Luís,2878,0,0.03,NA,NA
2014,Javier Manquillo,270,0,0,NA,NA
2014,José María Giménez,90,0,0,NA,NA
2014,Tiago Mendes,1901,0.09,0.05,NA,NA
2014,Miranda,2880,0.06,0.03,NA,NA
2014,Cristian Rodríguez,348,0.26,0.26,NA,NA
2014,José Sosa,461,0,0.39,NA,NA
2014,Mario Suárez,1361,0,0.07,NA,NA
2014,Óliver Torres,216,0.42,0,NA,NA
2014,Arda Turan,1916,0.14,0.19,NA,NA
2014,David Villa,2375,0.49,0.15,NA,NA
2014,Halil Altıntop,2695,0.33,0.1,NA,NA
2014,Mohamed Amsif,180,0,0,NA,NA
2014,Daniel Baier,3060,0,0.09,NA,NA
2014,Raúl Bobadilla,833,0.32,0,NA,NA
2014,Jan-Ingwer Callsen-Bracker,2906,0.03,0,NA,NA
2014,Ji Dong-won,336,0.27,0,NA,NA
2014,Alexander Esswein,615,0,0.15,NA,NA
2014,Mathias Fetsch,5,0,0,NA,NA
2014,André Hahn,2735,0.39,0.26,NA,NA
2014,Marwin Hitz,1710,0,0,NA,NA
2014,Raphael Holzhauser,590,0,0.15,NA,NA
2014,Hong Jeong-ho,779,0,0,NA,NA
2014,Marcel de Jong,192,0,0,NA,NA
2014,Ragnar Klavan,2565,0.07,0,NA,NA
2014,Dominik Kohr,411,0,0,NA,NA
2014,Alex Manninger,1170,0,0,NA,NA
2014,Arkadiusz Milik,615,0.29,0,NA,NA
2014,Sascha Mölders,1329,0.14,0,NA,NA
2014,Jan Morávek,975,0,0.09,NA,NA
2014,Matthias Ostrzolek,2902,0,0.16,NA,NA
2014,Ronny Philp,382,0,0.24,NA,NA
2014,Dominik Reinhardt,16,0,0,NA,NA
2014,Erik Thommy,9,0,0,NA,NA
2014,Paul Verhaegh,2510,0.11,0.11,NA,NA
2014,Panagiotis Vlachodimos,14,0,0,NA,NA
2014,Kevin Vogt,1960,0.05,0.05,NA,NA
2014,Tobias Werner,2092,0.39,0.26,NA,NA
2014,Adriano,2071,0.13,0.04,NA,NA
2014,Ibrahim Afellay,4,0,0,NA,NA
2014,Jordi Alba,1240,0,0.15,NA,NA
2014,Dani Alves,2385,0.08,0.11,NA,NA
2014,Marc Bartra,1592,0.06,0.06,NA,NA
2014,Sergio Busquets,2649,0.03,0.03,NA,NA
2014,Jonathan dos Santos,22,0,0,NA,NA
2014,Cesc Fàbregas,2460,0.29,0.51,NA,NA
2014,Andrés Iniesta,2482,0.11,0.25,NA,NA
2014,José Manuel Pinto,1148,0,0,NA,NA
2014,Jean Marie Dongou,7,0,0,NA,NA
2014,Javier Mascherano,2358,0,0,NA,NA
2014,Lionel Messi,2501,1.01,0.4,NA,NA
2014,Martín Montoya,1123,0,0.08,NA,NA
2014,Neymar,1734,0.47,0.42,NA,NA
2014,Pedro,2349,0.57,0.31,NA,NA
2014,Gerard Piqué,2308,0.08,0,NA,NA
2014,Carles Puyol,426,0.21,0,NA,NA
2014,Sergi Roberto,299,0,0,NA,NA
2014,Alexis Sánchez,2369,0.72,0.38,NA,NA
2014,Alex Song,1134,0,0,NA,NA
2014,Cristian Tello,431,0.21,0.42,NA,NA
2014,Adama Traoré,10,0,0,NA,NA
2014,Víctor Valdés,2272,0,0,NA,NA
2014,Xavi,2233,0.12,0.08,NA,NA
2014,Romain Achilli,135,0,0,NA,NA
2014,Adama Ba,543,0.5,0.17,NA,NA
2014,Joseph Barbato,158,0,0,NA,NA
2014,Ryad Boudebouz,2487,0.11,0.22,NA,NA
2014,Gianni Bruno,1765,0.41,0.1,NA,NA
2014,Yannick Cahuzac,2413,0,0,NA,NA
2014,Gilles Cioni,596,0,0,NA,NA
2014,Djibril Cissé,812,0.22,0.33,NA,NA
2014,Joris Correa,6,0,0,NA,NA
2014,Drissa Diakité,2639,0,0,NA,NA
2014,Ludovic Genest,97,0.93,0,NA,NA
2014,Féthi Harek,1839,0,0.05,NA,NA
2014,Ilan,1344,0.07,0.07,NA,NA
2014,Abdoulaye Keita,167,0,0,NA,NA
2014,Claudiu Keșerü,710,0.13,0.25,NA,NA
2014,Wahbi Khazri,2259,0.24,0.08,NA,NA
2014,Miloš Krasić,1008,0.18,0,NA,NA
2014,Mickaël Landreau,2707,0,0,NA,NA
2014,Jean-Louis Leca,713,0,0,NA,NA
2014,Toifilou Maoulida,185,0,0,NA,NA
2014,François Modesto,2954,0.06,0.06,NA,NA
2014,Julian Palmieri,2322,0,0.16,NA,NA
2014,Florian Raspentino,1288,0.35,0.21,NA,NA
2014,Romaric,2842,0.13,0.1,NA,NA
2014,Julien Sablé,1437,0,0,NA,NA
2014,Sébastien Squillaci,2750,0.1,0,NA,NA
2014,Sambou Yatabaré,1272,0.07,0.14,NA,NA
2014,David Alaba,2398,0.08,0.23,NA,NA
2014,Thiago Alcántara,1001,0.18,0.36,NA,NA
2014,Jérôme Boateng,2166,0.04,0,NA,NA
2014,Diego Contento,581,0,0.15,NA,NA
2014,Dante,2416,0.07,0.04,NA,NA
2014,Mario Götze,1818,0.5,0.4,NA,NA
2014,Pierre Højbjerg,285,0,0.32,NA,NA
2014,Jan Kirchhoff,89,0,0,NA,NA
2014,Toni Kroos,2058,0.09,0.17,NA,NA
2014,Philipp Lahm,2335,0.04,0.15,NA,NA
2014,Mario Mandžukić,2017,0.8,0.18,NA,NA
2014,Javi Martínez,1337,0,0,NA,NA
2014,Thomas Müller,2162,0.54,0.42,NA,NA
2014,Manuel Neuer,2745,0,0,NA,NA
2014,Claudio Pizarro,692,1.3,0.39,NA,NA
2014,Lukas Raeder,135,0,0,NA,NA
2014,Rafinha,2204,0,0.25,NA,NA
2014,Franck Ribéry,1635,0.55,0.55,NA,NA
2014,Arjen Robben,1681,0.59,0.32,NA,NA
2014,Ylli Sallahi,50,0,0,NA,NA
2014,Bastian Schweinsteiger,1824,0.2,0.2,NA,NA
2014,Xherdan Shaqiri,782,0.69,0.23,NA,NA
2014,Tom Starke,180,0,0,NA,NA
2014,Daniel Van Buyten,926,0.1,0,NA,NA
2014,Mitchell Weiser,139,0,0,NA,NA
2014,Antonio Adán,1522,0,0,NA,NA
2014,Antonio Amaya,2027,0.04,0.04,NA,NA
2014,Stephan Andersen,585,0,0,NA,NA
2014,José Antonio Caro,171,0,0,NA,NA
2014,Léo Baptistão,1003,0.09,0.09,NA,NA
2014,Rubén Castro,2014,0.45,0.04,NA,NA
2014,Dani Ceballos,11,0,0,NA,NA
2014,Javier Chica,1944,0.09,0,NA,NA
2014,Chuli,445,0,0.2,NA,NA
2014,Nosa Igiebor,663,0.14,0,NA,NA
2014,Jordi,2006,0.04,0,NA,NA
2014,Juanfran,2551,0.04,0.07,NA,NA
2014,Juankar,1392,0,0.13,NA,NA
2014,Juanma,82,0,0,NA,NA
2014,Pedro López,8,0,0,NA,NA
2014,Cedrick Mabwati,1132,0,0.08,NA,NA
2014,Javier Matilla,1367,0,0,NA,NA
2014,Jorge Molina,2347,0.35,0.04,NA,NA
2014,Alfred N'Diaye,1412,0,0.06,NA,NA
2014,Nacho,1306,0,0,NA,NA
2014,Nono,1297,0,0,NA,NA
2014,Agustín Pastoriza,37,0,NA,NA,NA
