season_end_year,player,min_playing,gls_per,ast_per,x_g_per,x_ag_per
2005,Luigi Dipasquale,289,0.31,0,NA,NA
2005,Maurizio Domizzi,2160,0,0,NA,NA
2005,Roberto Guana,1914,0,0.09,NA,NA
2005,Marek Hamšík,26,0,NA,NA,NA
2005,Víctor Hugo Mareco,1577,0.06,0,NA,NA
2005,Abderrazzak Jadid,60,0,0,NA,NA
2005,Daniele Mannini,1368,0.2,0.07,NA,NA
2005,Gilberto Martínez,2842,0.03,0.03,NA,NA
2005,Omar Milanetto,2432,0.04,0.11,NA,NA
2005,Marc Nygaard,386,0,0,NA,NA
2005,Markus Schopp,929,0.1,0.1,NA,NA
2005,Giuseppe Sculli,1699,0,0.05,NA,NA
2005,Marius Stankevičius,2587,0.1,0.1,NA,NA
2005,Johan Vonlanthen,315,0,0,NA,NA
2005,Pierre Womé,1440,0.19,0.12,NA,NA
2005,Marco Zambelli,173,0,NA,NA,NA
2005,Fabrizio Zambrella,650,0,0,NA,NA
2005,Davide Zoboli,2094,0.04,0,NA,NA
2005,Salah Bakour,628,0.14,0,NA,NA
2005,Aziz Ben Askar,2520,0.04,0,NA,NA
2005,Franck Berrier,48,0,0,NA,NA
2005,Alexandre Clément,6,0,NA,NA,NA
2005,Frédéric Danjou,2765,0,0,NA,NA
2005,Anthony Deroin,3065,0.06,0.12,NA,NA
2005,Grégory Dufer,1332,0.07,0.14,NA,NA
2005,Steve Dugardein,1373,0,0,NA,NA
2005,Steeve Elana,1170,0,0,NA,NA
2005,Yohann Eudeline,1562,0.06,0.17,NA,NA
2005,Ibrahima Faye,2348,0,0,NA,NA
2005,Yoan Gouffran,529,0,0.17,NA,NA
2005,Elliot Grandin,33,0,NA,NA,NA
2005,Jimmy Hebert,1227,0,0,NA,NA
2005,Cédric Hengbart,2375,0.08,0.11,NA,NA
2005,Matthias Jouan,14,0,NA,NA,NA
2005,Zoran Jovičić,381,0,0,NA,NA
2005,Reynald Lemaître,2064,0.13,0.04,NA,NA
2005,Benoît Lesoimier,119,0,0,NA,NA
2005,Igor Matić,499,0,0,NA,NA
2005,Samy-Oyame Mawene,9,0,NA,NA,NA
2005,Sébastien Mazure,2519,0.46,0.21,NA,NA
2005,Vincent Planté,2250,0,0,NA,NA
2005,Ljubiša Ranković,764,0,0,NA,NA
2005,Kor Sarr,571,0.16,0,NA,NA
2005,Nicolas Seube,2007,0,0,NA,NA
2005,Jérémy Sorbon,270,0,0,NA,NA
2005,Gael Suares,180,0,0,NA,NA
2005,Julien Valero,194,0,0,NA,NA
2005,Cyrille Watier,2159,0.38,0.08,NA,NA
2005,Ronald Zubar,2550,0.04,0,NA,NA
2005,Nelson Abeijón,2353,0.15,0,NA,NA
2005,Alessandro Agostini,3150,0,0.06,NA,NA
2005,Marcello Albino,463,0,0.19,NA,NA
2005,Édgar Álvarez,489,0.18,0.18,NA,NA
2005,Francesco Bega,2834,0,0,NA,NA
2005,Rolando Bianchi,1071,0.17,0.34,NA,NA
2005,Massimo Brambilla,1250,0,0.07,NA,NA
2005,Alex Brunner,90,0,0,NA,NA
2005,Alessandro Budel,1435,0,0.19,NA,NA
2005,Daniele Conti,1793,0.05,0.1,NA,NA
2005,Loris Del Nevo,491,0,0,NA,NA
2005,Luis Diego López,2739,0.03,0,NA,NA
2005,Mauro Esposito,2920,0.49,0.09,NA,NA
2005,Massimo Gobbi,3157,0.09,0.14,NA,NA
2005,Gennaro Iezzo,1980,0,0,NA,NA
2005,Fanis Katergiannakis,1350,0,0,NA,NA
2005,Antonio Langella,2008,0.27,0.27,NA,NA
2005,Simone Loria,1228,0.07,0,NA,NA
2005,Roberto Maltagliati,2693,0,0.03,NA,NA
2005,Claudio Pani,61,0,NA,NA,NA
2005,Horacio Peralta,12,0,NA,NA,NA
2005,Francesco Pisano,749,0,0,NA,NA
2005,Rocco Sabato,223,0,0,NA,NA
2005,David Suazo,1197,0.53,0.08,NA,NA
2005,Fabio Vignati,4,0,NA,NA,NA
2005,Gianfranco Zola,2247,0.36,0.28,NA,NA
2005,Stephan Andersen,180,0,0,NA,NA
2005,Shaun Bartlett,2050,0.26,0.13,NA,NA
2005,Jason Euell,933,0.19,0.19,NA,NA
2005,Mark Fish,509,0,0,NA,NA
2005,Jonathan Fortune,2586,0.07,0,NA,NA
2005,Matt Holland,2692,0.1,0.03,NA,NA
2005,Hermann Hreiðarsson,2959,0.03,0.09,NA,NA
2005,Bryan Hughes,963,0.09,0,NA,NA
2005,Francis Jeffers,862,0.31,0.31,NA,NA
2005,Jonatan Johansson,1447,0.25,0.06,NA,NA
2005,Talal El Karkouri,2498,0.18,0,NA,NA
2005,Dean Kiely,3240,0,0,NA,NA
2005,Radostin Kishishev,2190,0,0.04,NA,NA
2005,Paul Konchesky,1546,0.06,0.12,NA,NA
2005,Kevin Lisbie,1133,0.08,0,NA,NA
2005,Danny Murphy,3240,0.08,0.19,NA,NA
2005,Chris Perry,1503,0.06,0,NA,NA
2005,Dennis Rommedahl,1663,0.11,0,NA,NA
2005,Lloyd Sam,14,0,0,NA,NA
2005,Jerome Thomas,1716,0.16,0.1,NA,NA
2005,Luke Young,3240,0.06,0.06,NA,NA
2005,Celestine Babayaro,292,0,0.31,NA,NA
2005,Wayne Bridge,1150,0,0,NA,NA
2005,Ricardo Carvalho,1969,0.05,0.09,NA,NA
2005,Petr Čech,3150,0,0,NA,NA
2005,Joe Cole,1629,0.44,0.11,NA,NA
2005,Carlo Cudicini,270,0,0,NA,NA
2005,Didier Drogba,1632,0.55,0.28,NA,NA
2005,Damien Duff,2396,0.23,0.26,NA,NA
2005,Paulo Ferreira,2610,0,0,NA,NA
2005,Mikael Forssell,351,0,0.26,NA,NA
2005,William Gallas,2446,0.07,0.04,NA,NA
2005,Geremi,592,0,0,NA,NA
2005,Anthony Grant,1,0,NA,NA,NA
2005,Eiður Guðjohnsen,2507,0.43,0.22,NA,NA
2005,Robert Huth,541,0,0,NA,NA
2005,Jiří Jarošík,436,0,0,NA,NA
2005,Glen Johnson,1159,0,0.16,NA,NA
2005,Mateja Kežman,739,0.49,0,NA,NA
2005,Frank Lampard,3413,0.34,0.47,NA,NA
2005,Claude Makélélé,3240,0.03,0.06,NA,NA
2005,Tiago Mendes,1968,0.18,0.14,NA,NA
2005,Nuno Morais,5,0,0,NA,NA
2005,Adrian Mutu,51,0,1.76,NA,NA
2005,Filipe Oliveira,7,0,NA,NA,NA
2005,Scott Parker,128,0,0,NA,NA
2005,Lenny Pidgeley,9,0,NA,NA,NA
2005,Arjen Robben,1259,0.5,0.64,NA,NA
2005,Alexey Smertin,782,0,0,NA,NA
2005,John Terry,3240,0.08,0.03,NA,NA
2005,Steven Watt,1,0,0,NA,NA
2005,Riccardo Allegretti,85,0,0,NA,NA
2005,Amauri,1273,0.14,0.07,NA,NA
2005,Roberto Baronio,1921,0.05,0.09,NA,NA
2005,Matteo Brighi,2805,0.03,0.03,NA,NA
2005,César Cervo Luca,317,0.28,0,NA,NA
2005,Federico Cossato,1699,0.21,0.05,NA,NA
2005,Lorenzo D'Anna,3044,0.03,0.06,NA,NA
2005,Ivone De Franceschi,18,0,NA,NA,NA
2005,Daniele Franceschini,2024,0,0.13,NA,NA
2005,Massimiliano Fusani,225,0,0,NA,NA
2005,Salvatore Lanna,3124,0,0.03,NA,NA
2005,Luciano,982,0,0.18,NA,NA
2005,Marco Malagò,1392,0,0.06,NA,NA
2005,Davide Mandelli,3150,0.09,0,NA,NA
2005,Luca Marchegiani,3286,0,0,NA,NA
2005,Mattia Marchesetti,343,0.26,0,NA,NA
2005,Sergio Marcon,134,0,0,NA,NA
2005,John Mensah,666,0,0,NA,NA
2005,Fabio Moro,2321,0,0.04,NA,NA
2005,Sergio Pellissier,2092,0.3,0.09,NA,NA
2005,Emanuele Pesaresi,1,0,NA,NA,NA
2005,Alessandro Potenza,1354,0,0,NA,NA
2005,Paolo Sammarco,1020,0,0.09,NA,NA
2005,Franco Semioli,2815,0.16,0.13,NA,NA
2005,Davide Succi,3,0,NA,NA,NA
2005,Simone Tiribocchi,1218,0.37,0,NA,NA
2005,Andrea Zanchetta,1186,0.08,0.15,NA,NA
2005,Wayne Andrews,124,0,0,NA,NA
2005,Gary Borrowdale,278,0,0,NA,NA
2005,Emmerson Boyce,2342,0,0.04,NA,NA
2005,Danny Butterfield,545,0,0,NA,NA
2005,Shaun Derry,119,0,0,NA,NA
2005,Dougie Freedman,888,0.1,0,NA,NA
2005,Danny Granville,3114,0.09,0,NA,NA
2005,Fitz Hall,3171,0.06,0,NA,NA
2005,Mark Hudson,630,0.14,0,NA,NA
2005,Michael Hughes,3014,0.06,0.06,NA,NA
2005,Andrew Johnson,3328,0.57,0.08,NA,NA
2005,Iván Kaviedes,104,0,0,NA,NA
2005,Gábor Király,2880,0,0.03,NA,NA
2005,Joonas Kolkka,1706,0.16,0.11,NA,NA
2005,Vasilis Lakis,676,0,0.13,NA,NA
2005,Mikele Leigertwood,1564,0.06,0.06,NA,NA
2005,Tony Popovic,1841,0.1,0.05,NA,NA
2005,Darren Powell,437,0.21,0,NA,NA
2005,Aki Riihilahti,2237,0.16,0.16,NA,NA
2005,Wayne Routledge,3158,0.03,0.26,NA,NA
2005,Neil Shipperley,14,0,NA,NA,NA
2005,Tom Soares,1554,0,0.12,NA,NA
2005,Gonzalo Sorondo,1356,0,0,NA,NA
2005,Julián Speroni,540,0,0,NA,NA
2005,Sándor Torghelle,397,0,0,NA,NA
2005,Nicola Ventola,76,1.18,0,NA,NA
2005,Ben Watson,1397,0,0.06,NA,NA
2005,Otto Addo,35,0,NA,NA,NA
2005,Mehmet Akgün,25,0,NA,NA,NA
2005,André Bergdølmo,717,0,0,NA,NA
2005,Markus Brzenska,1980,0.05,0,NA,NA
2005,Dedê,2740,0,0.1,NA,NA
2005,Guy Demel,1129,0,0.08,NA,NA
2005,Evanílson,810,0,0.11,NA,NA
2005,Ewerthon,2195,0.41,0.08,NA,NA
2005,Salvatore Gambino,263,0,0.34,NA,NA
2005,Niclas Jensen,1242,0.07,0.29,NA,NA
2005,Sebastian Kehl,2880,0.12,0.09,NA,NA
2005,Patrick Kohlmann,42,0,NA,NA,NA
2005,Jan Koller,2624,0.51,0.17,NA,NA
2005,Florian Kringe,2438,0.04,0.22,NA,NA
2005,Marc-André Kruska,965,0.09,0,NA,NA
2005,Christoph Metzelder,1228,0,0,NA,NA
2005,David Odonkor,438,0,0,NA,NA
2005,Sunday Oliseh,787,0,0,NA,NA
2005,Ahmed Reda Madouni,570,0.16,0,NA,NA
2005,Lars Ricken,1043,0.43,0.35,NA,NA
2005,Tomáš Rosický,2309,0.16,0.16,NA,NA
2005,Sahr Senesie,198,0,0,NA,NA
2005,Euzebiusz Smolarek,1284,0.21,0.14,NA,NA
2005,Marcus Steegmann,73,0,0,NA,NA
2005,Guillaume Warmuz,720,0,0,NA,NA
2005,Roman Weidenfeller,2340,0,0,NA,NA
2005,Christian Wörns,2527,0.04,0,NA,NA
2005,José Amavisca,876,0.21,0.21,NA,NA
2005,Ferran Corominas,772,0.12,0.12,NA,NA
2005,Didier Domi,312,0,0,NA,NA
2005,Alex Fernández,1241,0,0.22,NA,NA
2005,Fredson,1214,0.22,0,NA,NA
2005,Dani García,1756,0.26,0.21,NA,NA
2005,David García,2866,0,0.06,NA,NA
2005,Hugo Ibarra,2692,0.03,0.03,NA,NA
2005,Ito,2789,0,0.03,NA,NA
2005,Daniel Jarque,1793,0.05,0,NA,NA
2005,Carlos Kameni,3378,0,0,NA,NA
2005,Iván de la Peña,2190,0.12,0.29,NA,NA
2005,Alberto Lopo,2192,0.12,0.08,NA,NA
2005,Óscar Miñambres,152,0,0,NA,NA
2005,Ángel Morales,262,0,0.34,NA,NA
2005,Mauricio Pochettino,2357,0.04,0,NA,NA
2005,Martín Posse,213,0,0,NA,NA
2005,Biel Ribas,22,0,0,NA,NA
2005,Maxi Rodríguez,2987,0.45,0.12,NA,NA
2005,Sergio Sánchez,76,0,NA,NA,NA
2005,Óscar Serrano,1981,0.09,0.09,NA,NA
2005,Antonio Soldevilla,1387,0.06,0.06,NA,NA
2005,Jonathan Soriano,244,0.37,0,NA,NA
2005,Raúl Tamudo,2665,0.37,0.1,NA,NA
2005,Toni Velamazán,106,1.7,0,NA,NA
2005,Mikel Arteta,810,0.11,0.33,NA,NA
2005,James Beattie,567,0.16,0,NA,NA
2005,Marcus Bent,2676,0.2,0.13,NA,NA
2005,Tim Cahill,2682,0.4,0.17,NA,NA
2005,Lee Carsley,3031,0.15,0.06,NA,NA
2005,Nick Chadwick,1,0,0,NA,NA
2005,Duncan Ferguson,1196,0.38,0.23,NA,NA
2005,Thomas Gravesen,1814,0.2,0.3,NA,NA
2005,Tony Hibbert,3185,0,0.03,NA,NA
2005,Kevin Kilbane,3220,0.03,0.08,NA,NA
2005,Nigel Martyn,2835,0,0,NA,NA
2005,James McFadden,755,0.12,0,NA,NA
2005,Gary Naysmith,463,0,0,NA,NA
2005,Leon Osman,2163,0.25,0.08,NA,NA
2005,Alessandro Pistone,2742,0,0.03,NA,NA
2005,Alan Stubbs,2440,0.04,0,NA,NA
2005,James Vaughan,26,3.46,0,NA,NA
2005,Steve Watson,1186,0,0.08,NA,NA
2005,David Weir,3034,0.03,0.03,NA,NA
2005,Richard Wright,585,0,0,NA,NA
2005,Joseph Yobo,1769,0,0,NA,NA
2005,Luca Ariatti,2391,0.08,0.08,NA,NA
2005,Valeri Bojinov,340,0.53,NA,NA,NA
2005,Sebastián Cejas,540,0,0,NA,NA
2005,Giorgio Chiellini,3256,0.08,0.03,NA,NA
2005,Dario Dainelli,2648,0.14,0,NA,NA
2005,Daniele Delli Carri,1470,0,0,NA,NA
2005,Angelo Di Livio,537,0,0,NA,NA
2005,Marco Donadel,1540,0,0.12,NA,NA
2005,Enrico Fantini,1209,0,0.3,NA,NA
2005,Gaetano Fontana,115,0,NA,NA,NA
2005,Gianni Guigou,78,0,NA,NA,NA
2005,Martin Jørgensen,1957,0.14,0.14,NA,NA
2005,Cristiano Lupatelli,2655,0,0,NA,NA
2005,Christian Maggio,1041,0.09,0.09,NA,NA
2005,Enzo Maresca,2091,0.17,0.04,NA,NA
2005,Fabrizio Miccoli,2650,0.41,0.14,NA,NA
2005,Hidetoshi Nakata,1176,0,0.23,NA,NA
2005,Christian Obodo,2493,0.07,0.11,NA,NA
2005,Giampaolo Pazzini,999,0.27,NA,NA,NA
2005,Luigi Piangerelli,1044,0,0,NA,NA
2005,Javier Portillo,458,0.2,0.2,NA,NA
2005,Christian Riganò,890,0.4,0.2,NA,NA
2005,Marco Roccati,225,0,0,NA,NA
2005,Mirko Savini,585,0,0,NA,NA
2005,Tomáš Ujfaluši,2426,0,0.04,NA,NA
2005,Jaime Valdés,132,0,0,NA,NA
2005,William Viali,2816,0,0.03,NA,NA
2005,Roda Antar,1331,0.2,0,NA,NA
2005,Dennis Aogo,997,0.09,0.09,NA,NA
2005,Zlatan Bajramović,1101,0.25,0.08,NA,NA
2005,Bruno Berner,609,0,0,NA,NA
2005,Ellery Cairo,2445,0.11,0.15,NA,NA
2005,Soumaila Coulibaly,2714,0.2,0.07,NA,NA
2005,Boubacar Diarra,1459,0,0,NA,NA
2005,Régis Dorn,601,0.3,0,NA,NA
2005,Richard Golz,2860,0,0,NA,NA
2005,Lars Hermel,910,0,0,NA,NA
2005,Torge Hollmann,7,0,NA,NA,NA
2005,Aleksandre Iashvili,2414,0.15,0.15,NA,NA
2005,Andreas Ibertsberger,1126,0,0,NA,NA
2005,Otar Khizaneishvili,675,0,0,NA,NA
2005,Samuel Koejoe,961,0.19,0.09,NA,NA
2005,Oumar Kondé,308,0,0,NA,NA
2005,Dennis Kruppke,1641,0.05,0.11,NA,NA
2005,Youssef Mohamad,2458,0,0,NA,NA
2005,Stefan Müller,230,0,0,NA,NA
2005,Seyi Olajengbesi,655,0,0,NA,NA
2005,Jonathan Pitroipa,122,0,0,NA,NA
2005,Julian Reinard,110,0,0,NA,NA
2005,Timo Reus,90,0,0,NA,NA
2005,Sascha Riether,2021,0.04,0,NA,NA
2005,Wilfried Sanou,1289,0.14,0.14,NA,NA
2005,Daniel Schumann,1444,0.06,0,NA,NA
2005,Ibrahim Tanko,854,0,0.11,NA,NA
2005,Levan Tskitishvili,1591,0.06,0.11,NA,NA
2005,Tobias Willi,608,0,0.15,NA,NA
2005,Luís Boa Morte,2604,0.28,0.31,NA,NA
2005,Carlos Bocanegra,2346,0.04,0,NA,NA
2005,Papa Bouba Diop,2516,0.18,0.04,NA,NA
2005,Lee Clark,1420,0.06,0.13,NA,NA
2005,Andy Cole,2501,0.43,0.14,NA,NA
2005,Mark Crossley,433,0,0,NA,NA
2005,Edwin van der Sar,2987,0,0,NA,NA
2005,Liam Fontaine,2,0,0,NA,NA
2005,Alain Goma,1403,0,0,NA,NA
2005,Adam Green,360,0,0.25,NA,NA
2005,Elvis Hammond,34,0,0,NA,NA
2005,Claus Jensen,792,0,0.23,NA,NA
2005,Collins John,1180,0.31,0,NA,NA
2005,Zat Knight,3136,0.03,0.03,NA,NA
2005,Sylvain Legwinski,1127,0.08,0,NA,NA
2005,Steed Malbranque,1888,0.29,0.29,NA,NA
2005,Brian McBride,1519,0.36,0.24,NA,NA
2005,Billy McKinlay,96,0,0,NA,NA
2005,Ian Pearce,780,0,0,NA,NA
2005,Mark Pembridge,2332,0,0.19,NA,NA
2005,Tomasz Radzinski,2208,0.24,0.16,NA,NA
2005,Zesh Rehman,1466,0,0,NA,NA
2005,Liam Rosenior,1434,0,0.06,NA,NA
2005,Moritz Volz,2776,0.03,0.03,NA,NA
2005,Alberto Aguilar,107,0,0,NA,NA
2005,Raúl Albiol,1409,0.06,0,NA,NA
2005,Iván Amaya,450,0,0,NA,NA
2005,José Antonio Serrano,79,1.14,0,NA,NA
2005,Sergio Aragoneses,901,0,0,NA,NA
2005,Asen,217,0,0,NA,NA
2005,David Belenguer,2603,0,0.03,NA,NA
2005,Mario Cotelo,2445,0.07,0.18,NA,NA
2005,Gheorghe Craioveanu,1629,0.11,0.28,NA,NA
2005,David Cubillo,305,0.3,0,NA,NA
2005,Gabi,2685,0.07,0.07,NA,NA
2005,Francisco Gallardo,926,0.1,0,NA,NA
2005,José Manuel Yanguas,1741,0,0,NA,NA
2005,Quique Medina,8,0,NA,NA,NA
2005,Míchel,804,0.56,0.11,NA,NA
2005,Daniel N'Gom Kome,886,0.2,0.1,NA,NA
2005,Nano,3330,0.11,0,NA,NA
2005,Sergio Pachón,1294,0.35,0.07,NA,NA
2005,Mariano Pernía,3233,0.08,0.06,NA,NA
2005,Rubén Pulido,528,0,0,NA,NA
2005,Riki,1802,0.15,0.15,NA,NA
2005,Diego Rivas,2709,0,0.03,NA,NA
2005,Alberto Ruiz,105,0,NA,NA,NA
2005,Javier Sánchez Broto,1799,0,0,NA,NA
2005,Sergio Sánchez,720,0,0,NA,NA
2005,Manuel Tena,309,0,0,NA,NA
2005,Martín Vitali,135,0,0,NA,NA
2005,Ángel Vivar Dorado,3133,0.09,0.06,NA,NA
2005,Yordi,1321,0.07,0.07,NA,NA
2005,Sergej Barbarez,2586,0.38,0.21,NA,NA
2005,Stefan Beinlich,2426,0.11,0.33,NA,NA
2005,Collin Benjamin,1702,0.26,0,NA,NA
2005,Khalid Boulahrouz,2124,0.04,0.04,NA,NA
2005,Mišo Brečko,369,0,0,NA,NA
2005,Jean Carlos,26,0,0,NA,NA
2005,Vyacheslav Hleb,43,0,0,NA,NA
2005,David Jarolím,2405,0.15,0.07,NA,NA
2005,Stephan Kling,339,0,0,NA,NA
2005,René Klingbeil,2019,0,0.04,NA,NA
2005,Mustafa Kučuković,280,0,0,NA,NA
2005,Alexander Laas,8,0,0,NA,NA
2005,Benjamin Lauth,395,0.91,0.23,NA,NA
2005,Mehdi Mahdavikia,1281,0.14,0.14,NA,NA
2005,Almami Moreira,1353,0.2,0.2,NA,NA
2005,Émile Mpenza,2036,0.22,0.22,NA,NA
2005,Martin Pieckenhagen,2070,0,0,NA,NA
2005,Christian Rahn,534,0,0.84,NA,NA
2005,Bastian Reinhardt,1180,0,0,NA,NA
2005,Bernardo Romeo,183,0.98,0,NA,NA
2005,Björn Schlicke,2060,0.04,0.09,NA,NA
2005,Naohiro Takahara,1985,0.32,0.09,NA,NA
2005,Piotr Trochowski,88,0,0,NA,NA
2005,Daniel Van Buyten,3060,0.15,0.06,NA,NA
2005,Stefan Wächter,990,0,0,NA,NA
2005,Raphaël Wicky,2091,0.09,0.04,NA,NA
2005,Tranquillo Barnetta,397,0.45,0,NA,NA
2005,Vinícius Bergantin,1001,0.09,0.09,NA,NA
2005,Vladimir But,1,0,0,NA,NA
2005,Steve Cherundolo,2834,0.06,0.03,NA,NA
2005,Thomas Christiansen,1450,0.12,0.19,NA,NA
2005,Christoph Dabrowski,1075,0,0,NA,NA
2005,Robert Enke,3060,0,0,NA,NA
2005,Leandro Fonseca,869,0.21,0.21,NA,NA
2005,Julian de Guzmán,2617,0,0.1,NA,NA
2005,Sören Halfar,433,0,0,NA,NA
2005,Mohammadou Idrissou,214,0,0,NA,NA
2005,Jiří Kaufman,546,0.49,0.16,NA,NA
2005,Nebojša Krupniković,2503,0.04,0.22,NA,NA
2005,Altin Lala,2747,0,0.07,NA,NA
2005,Clint Mathis,201,0.45,0,NA,NA
2005,Per Mertesacker,2783,0.06,0.03,NA,NA
2005,Veljko Paunović,368,0,0.24,NA,NA
2005,Thomas Schneider,31,0,0,NA,NA
2005,Silvio Schröter,1773,0.15,0.1,NA,NA
2005,Ricardo Sousa,255,0,0,NA,NA
2005,Jiří Štajner,1879,0.29,0,NA,NA
2005,Danijel Štefulj,150,0,0,NA,NA
2005,Daniel Stendel,1465,0.37,0.06,NA,NA
2005,Michael Tarnat,1930,0.09,0.05,NA,NA
2005,Roman Wallner,189,0,0,NA,NA
2005,Dariusz Żuraw,2899,0.03,0.03,NA,NA
2005,Godfried Aduobe,63,0,0,NA,NA
2005,Marcus Allbäck,1585,0.23,0,NA,NA
2005,Magnus Arvidsson,941,0.19,0.1,NA,NA
2005,Shergo Biran,27,0,0,NA,NA
2005,Antonio Di Salvo,2238,0.28,0.08,NA,NA
2005,Michael Hartmann,1215,0.07,NA,NA,NA
2005,Delano Hill,1501,0,0,NA,NA
2005,Marcus Lantz,2624,0,0.1,NA,NA
2005,Denis Lapaczinski,934,0,0,NA,NA
2005,Jari Litmanen,1081,0.08,0.08,NA,NA
2005,Kim Madsen,932,0.1,0.1,NA,NA
2005,Ronald Maul,1930,0,0.09,NA,NA
2005,Thomas Meggle,403,0,0,NA,NA
2005,Gabriel Melkam,29,0,0,NA,NA
2005,Uwe Möhrle,2970,0.03,0,NA,NA
2005,Joakim Persson,2609,0,0,NA,NA
2005,Rade Prica,1927,0.28,0.19,NA,NA
2005,David Rasmussen,729,0.12,0.25,NA,NA
2005,Thomas Rasmussen,2392,0.15,0.04,NA,NA
2005,René Rydlewicz,1997,0,0.18,NA,NA
2005,Mathias Schober,3060,0,0,NA,NA
2005,Tim Sebastian,720,0.12,0,NA,NA
2005,Amir Shapourzadeh,4,0,0,NA,NA
2005,Razundara Tjikuzu,1296,0.07,0,NA,NA
2005,Marco Vorbeck,521,0.17,0,NA,NA
2005,Yıldıray Baştürk,2069,0.3,0.26,NA,NA
2005,Fredi Bobic,1017,0.09,0.27,NA,NA
2005,Dick van Burik,2088,0,0,NA,NA
2005,Pál Dárdai,795,0,0.11,NA,NA
2005,Ashkan Dejagah,6,0,0,NA,NA
2005,Malik Fathi,2116,0,0,NA,NA
2005,Christian Fiedler,3060,0,0,NA,NA
2005,Arne Friedrich,2250,0.12,0.16,NA,NA
2005,Gilberto,2897,0.19,0.09,NA,NA
2005,Michael Hartmann,226,0,0,NA,NA
2005,Niko Kovač,2561,0.14,0,NA,NA
2005,Alexander Madlung,1329,0.27,0.07,NA,NA
2005,Thorben Marx,2003,0.13,0.22,NA,NA
2005,Christian Müller,481,0.37,0,NA,NA
2005,Andreas Neuendorf,884,0.2,0.2,NA,NA
2005,Marcelinho Paraíba,2826,0.57,0.35,NA,NA
2005,Nando Rafael,1698,0.32,0.21,NA,NA
2005,Giuseppe Reina,581,0.31,0,NA,NA
2005,Sejad Salihović,168,0,0.54,NA,NA
2005,Oliver Schröder,958,0,0,NA,NA
2005,Josip Šimunić,2619,0,0,NA,NA
2005,Artur Wichniarek,948,0.09,0.19,NA,NA
2005,Adriano,2274,0.63,0.04,NA,NA
2005,Marco Andreolli,36,0,NA,NA,NA
2005,Tijani Belaïd,11,0,NA,NA,NA
2005,Emre Belözoğlu,1024,0,0.09,NA,NA
2005,Nicolás Burdisso,545,0,0,NA,NA
2005,Esteban Cambiasso,2583,0.07,0.07,NA,NA
2005,Fabián Carini,310,0,0,NA,NA
2005,Francesco Coco,168,0,0,NA,NA
2005,Iván Córdoba,2713,0.1,0.03,NA,NA
2005,Edgar Davids,701,0,0,NA,NA
2005,Andy van der Meyde,981,0,0.28,NA,NA
2005,Giuseppe Favalli,2060,0,0.04,NA,NA
2005,Alberto Fontana,450,0,0,NA,NA
2005,Carlos Gamarra,114,0,0,NA,NA
2005,Kily González,901,0,NA,NA,NA
2005,Giorgos Karagounis,485,0,0.19,NA,NA
2005,Zé Maria,1388,0.06,0.26,NA,NA
2005,Dino Marino,97,0,0,NA,NA
2005,Obafemi Martins,1773,0.56,0.25,NA,NA
2005,Marco Materazzi,2184,0,0.04,NA,NA
2005,Riccardo Meggiorini,5,0,0,NA,NA
2005,Siniša Mihajlović,1538,0.23,0.35,NA,NA
2005,Giovanni Pasquale,332,0,0,NA,NA
2005,Álvaro Recoba,485,0.56,0.93,NA,NA
2005,Julio Ricardo Cruz,943,0.48,0.29,NA,NA
2005,Juan Sebastián Verón,1974,0.14,0.09,NA,NA
2005,Dejan Stanković,2318,0.12,0.23,NA,NA
2005,Francesco Toldo,2659,0,0,NA,NA
2005,Christian Vieri,1730,0.68,0.05,NA,NA
2005,Cristiano Zanetti,1642,0,0.05,NA,NA
2005,Javier Zanetti,3008,0,0.03,NA,NA
2005,Leandro Amaral,14,0,NA,NA,NA
2005,Ibrahima Bakayoko,1180,0.23,0.08,NA,NA
2005,Franck Chaussidière,911,0.2,0,NA,NA
2005,Adel Chedli,1946,0,0.05,NA,NA
2005,Laurent Courtois,2177,0.08,0.08,NA,NA
2005,Philippe Delaye,953,0.09,0.19,NA,NA
2005,Christophe Dumolin,2436,0,0,NA,NA
2005,Abdoulaye Faye,2209,0,0.04,NA,NA
2005,Gérald Forschelet,34,0,0,NA,NA
2005,Cédric Gimenez,32,0,NA,NA,NA
2005,David Hamed,1060,0,0,NA,NA
2005,Dejan Ilić,1594,0,0.06,NA,NA
2005,Noureddine Kacemi,1403,0,0,NA,NA
2005,Amor Kehiha,650,0,0,NA,NA
2005,Fiston Kuku,15,0,NA,NA,NA
2005,Patrick Leugueun,937,0,0,NA,NA
2005,Florian Maurice,954,0,0.09,NA,NA
2005,Laurent Mohellebi,275,0,0.33,NA,NA
2005,Víctor Montaño,1436,0.13,0.13,NA,NA
2005,Moussa N'Diaye,2394,0.23,0,NA,NA
2005,Azzeddine Ourahou,546,0.33,0,NA,NA
2005,Steven Pelé,1771,0.1,0,NA,NA
2005,Sébastien Pérez,756,0,0,NA,NA
2005,Rudy Riou,2340,0,0,NA,NA
2005,Rafik Saïfi,2727,0.13,0.17,NA,NA
2005,Niša Saveljić,2760,0.03,0,NA,NA
2005,Bruno Savry,188,0,0,NA,NA
2005,Anthony Sichi,48,0,NA,NA,NA
2005,Steeve Théophile,38,0,0,NA,NA
2005,Brahim Thiam,2559,0,0,NA,NA
2005,Laurent Weber,1080,0,0,NA,NA
